,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
13,Methanobrevibacter_arboriphilus,0.958984375,9.70263087422121e-14,1.0117611013444521e-13,4.149631883571664e-15,6445_230420,Methanobrevibacter_arboriphilus149_230420,306.5,7.75
14,Methanobrevibacter_curvatus,0.9833984375,1.979015238040653e-14,2.0124246313342887e-14,3.340803869421525e-16,6455_230420,Methanobrevibacter_curvatus161_230420,303.0,7.1
15,Methanobrevibacter_cuticularis,0.984130859375,2.7745703206553685e-14,2.81931035311446e-14,4.473772255544526e-16,6467_230420,Methanobrevibacter_cuticularis180_230420,310.0,7.7
16,Methanobrevibacter_filiformis,0.982421875,2.4696023975779175e-14,2.5137901144331884e-14,4.4185514366342536e-16,6476_230420,Methanobrevibacter_filiformis152_230420,303.0,7.1
17,Methanobrevibacter_oralis,0.9931640625,1.4787348311377254e-13,1.4889129469862644e-13,1.0177329793515101e-15,6486_230420,Methanobrevibacter_oralis171_230420,309.0,7.15
18,Methanocaldococcus_fervens,0.99609375,3.274730933545563e-10,3.2875730156378984e-10,1.2748173713127763e-12,6494_230420,Methanocaldococcus_fervens143_230420,358.0,6.5
19,Methanocaldococcus_indicus,0.986328125,1.4001606229804074e-10,1.4195687900316209e-10,1.9383764957238487e-12,6503_230420,Methanocaldococcus_indicus153_230420,358.0,6.5
20,Methanocaldococcus_infernus,0.98583984375,1.3392779134254247e-10,1.3585146937569439e-10,1.9214497154141657e-12,6514_230420,Methanocaldococcus_infernus161_230420,358.0,6.5
21,Methanocaldococcus_jannaschii,0.994873046875,1.8985064695347183e-10,1.908290183856247e-10,9.767744160828702e-13,6526_230420,Methanocaldococcus_jannaschii340_230420,358.0,6.0
22,Methanocaldococcus_villosus,0.99169921875,6.534630262167559e-11,6.589326822707613e-11,5.464793848276897e-13,6537_230420,Methanocaldococcus_villosus161_230420,353.0,6.5
23,Methanocaldococcus_vulcanius,0.98046875,6.460678262565517e-11,6.589377032736144e-11,1.2862335209848278e-12,6545_230420,Methanocaldococcus_vulcanius138_230420,353.0,6.5
24,Methanocella_conradii,0.99774169921875,8.707847624962687e-13,8.727557073921127e-13,1.968833231530222e-15,6559_230420,Methanocella_conradii163_230420,325.5,6.8
25,Methanocorpusculum_labreanum,0.9609375,3.8097798882318864e-13,3.964648989379524e-13,1.548633941451906e-14,6566_230420,Methanocorpusculum_labreanum130_230420,310.0,7.0
26,Methanocorpusculum_parvum,0.98095703125,5.233118275165911e-13,5.334706932573313e-13,1.0158651662126806e-14,6577_230420,Methanocorpusculum_parvum160_230420,310.0,7.15
27,Methanoculleus_chikugoensis,0.671875,1.042907706361828e-14,1.5522347257478368e-14,5.0932685887163816e-15,6583_230420,Methanoculleus_chikugoensis102_230420,298.0,6.95
28,Methanoculleus_horonobensis,0.974609375,6.897277757532892e-13,7.076966356426535e-13,1.796797015692723e-14,6592_230420,Methanoculleus_horonobensis142_230420,312.5,6.75
29,Methanoculleus_hydrogenitrophicus,0.8515625,5.76797291145551e-14,6.773399382259683e-14,1.0054181865449243e-14,6599_230420,Methanoculleus_hydrogenitrophicus128_230420,310.0,6.6
30,Methanoculleus_palmolei,0.859375,1.5830927161377684e-13,1.842144251505767e-13,2.590511425191073e-14,6605_230420,Methanoculleus_palmolei119_230420,313.0,7.2
31,Methanofollis_liminatans,0.9296875,4.427410147215496e-13,4.762256292803223e-13,3.348440958168688e-14,6612_230420,Methanofollis_liminatans131_230420,313.0,7.0
32,Methanofollis_tationis,0.15625,3.1010519175574077e-14,1.9846732272367409e-13,1.6745679508454716e-13,6617_230420,Methanofollis_tationis114_230420,311.5,7.0
33,Methanogenium_frigidum,0.1875,1.267690522526122e-15,6.761016120139317e-15,5.4933251206347204e-15,6621_230420,Methanogenium_frigidum99_230420,288.0,7.7
34,Methanolacinia_paynteri,0.99169921875,1.4564745586122452e-12,1.4686656307424313e-12,1.2187326800380792e-14,6632_230420,Methanolacinia_paynteri171_230420,313.0,7.0
35,Methanolinea_mesophila,0.9736328125,3.952731190285959e-14,4.059776067053984e-14,1.0704310214156053e-15,6642_230420,Methanolinea_mesophila146_230420,310.0,7.0
36,Methanoplanus_endosymbiosus,0.9833984375,6.735581881078293e-13,6.84929081055032e-13,1.1367703892310875e-14,6652_230420,Methanoplanus_endosymbiosus154_230420,305.0,7.0
37,Methanopyrus_kandleri,0.99365234375,5.1667342551093475e-11,5.199740419884002e-11,3.2981154044125707e-13,6663_230420,Methanopyrus_kandleri150_230420,371.0,6.5
38,Methanoregula_boonei,0.98876953125,2.0107235292705127e-14,2.0335613767634617e-14,2.283640734420759e-16,6674_230420,Methanoregula_boonei170_230420,309.0,5.1
39,Methanosarcina_soligelidi,0.0,0.0,2.497655205273221e-15,2.4952160883433e-15,6684_230420,Methanosarcina_soligelidi110_230420,301.0,7.8
40,Methanosarcina_spelaei,0.0,0.0,2.520177635558612e-15,2.5177165222764148e-15,6694_230420,Methanosarcina_spelaei144_230420,306.0,6.5
41,Methanosphaerula_palustris,0.98828125,8.918865504213601e-14,9.024622802682536e-14,1.0572987966003468e-15,6702_230420,Methanosphaerula_palustris144_230420,303.0,5.5
42,Methanospirillum_psychrodurum,0.8359375,2.436585069057024e-13,2.9147933536383086e-13,4.7820528769094195e-14,6709_230420,Methanospirillum_psychrodurum113_230420,298.0,7.0
43,Methanothermobacter_tenebrarum,0.93359375,2.311277387518521e-13,2.4756778711495455e-13,1.643992319446545e-14,6717_230420,Methanothermobacter_tenebrarum147_230420,343.0,7.300000000000001
44,Methanothermobacter_thermautotrophicus,0.75,9.304917398099376e-13,1.2406556530799167e-12,3.101576490101076e-13,6719_230420,Methanothermobacter_thermautotrophicus93_230420,340.5,7.4
45,Methanothermococcus_okinawensis,0.9970703125,1.3987440869412118e-10,1.4028540108009803e-10,4.09922974412213e-13,6729_230420,Methanothermococcus_okinawensis155_230420,335.5,6.5
46,Methanothermus_fervidus,0.99755859375,4.4927752657613965e-12,4.50377079994094e-12,1.0979443694124256e-14,6740_230420,Methanothermus_fervidus160_230420,356.0,6.5
47,Methanotorris_formicicus,0.99755859375,1.417099192133092e-10,1.4205673741990076e-10,3.4571903051380785e-13,6751_230420,Methanotorris_formicicus153_230420,348.0,6.7
48,Methanocaldococcus_jannaschii,0.997802734375,8.655992203894279e-11,8.675053600966715e-11,1.89226712880411e-13,6763_230420,Methanocaldococcus_jannaschii353_230420,355.0,6.8
