,E,PS,PT,PG,SimID
0,0.1,6.411753603765858e-13,6.366357887332946e-13,4.5371955820141745e-15,7325_240420
1,0.5,6.41175365934679e-13,6.18634044476038e-13,2.2539017946445184e-14,7333_240420
2,1.0,6.411753659345897e-13,5.960927230173138e-13,4.508042333863964e-14,7340_240420
3,1.5,6.411753389939367e-13,5.710467862914748e-13,7.012640238941312e-14,7346_240420
4,2.0,6.411753659345446e-13,5.510100800999993e-13,9.016323412316233e-14,7352_240420
5,2.5,6.411753812493697e-13,5.309733625971343e-13,1.1020005423112849e-13,7358_240420
6,3.0,6.411753389705753e-13,5.00918233570762e-13,1.4025521914204586e-13,7363_240420
7,3.5,6.411753545223883e-13,4.808815158917912e-13,1.6029203948700007e-13,7365_240420
8,4.0,6.411753659345232e-13,4.608447942654386e-13,1.8032885569227617e-13,7370_240420
9,4.5,6.411753389938956e-13,4.307896808865236e-13,2.1038403594136028e-13,7376_240420
10,5.0,6.411753812493516e-13,4.2077134394488696e-13,2.2040248059338686e-13,7381_240420
11,5.5,6.411753586396334e-13,3.907162341710266e-13,2.5045766517338043e-13,7387_240420
12,6.0,6.411753389938908e-13,3.606611281840636e-13,2.8051285271734967e-13,7391_240420
13,6.5,6.411753474439697e-13,3.4062440332960894e-13,3.0054966596056974e-13,7396_240420
14,7.0,6.411753544955006e-13,3.205876772477503e-13,3.2058647780524177e-13,7397_240420
15,7.5,6.411753603022187e-13,3.0055095014166504e-13,3.4062328840510103e-13,7402_240420
16,8.0,6.411753659345114e-13,2.8051422259634875e-13,3.6066009883053495e-13,7406_240420
17,8.5,6.411753326375841e-13,2.4044074973909405e-13,4.0073367511988995e-13,7409_240420
18,9.0,6.411753389749168e-13,2.2040402277262763e-13,4.207704862503638e-13,7414_240420
19,9.5,6.411753759882177e-13,2.2040403549594985e-13,4.207705232636648e-13,7419_240420
20,10.0,6.411753812493433e-13,2.003673066404198e-13,4.4080733331793153e-13,7423_240420
