,E,PS,PT,PG,SimID
0,0.1,6.586117872767792e-12,6.5652146666286365e-12,2.0798459021609e-14,13103_250420
1,0.5,6.586118359598101e-12,6.483210260229381e-12,1.0280513985168637e-13,13109_250420
2,1.0,6.586118350296312e-12,6.380302151849552e-12,2.0571486419666567e-13,13114_250420
3,1.5,6.586118350291722e-12,6.277394052621797e-12,3.086245978388448e-13,13120_250420
4,2.0,6.586118350289429e-12,6.17448595339634e-12,4.1153433148332006e-13,13124_250420
5,2.5,6.586118350288059e-12,6.071577854171805e-12,5.144440651287193e-13,13130_250420
6,3.0,6.5861183502871335e-12,5.968669754947715e-12,6.173537987745619e-13,13135_250420
7,3.5,6.586118349933108e-12,5.865761655409175e-12,7.202635320673051e-13,13141_250420
8,4.0,6.586118350285987e-12,5.762853556500239e-12,8.231732660669525e-13,13144_250420
9,4.5,6.586118350285604e-12,5.6599454572766914e-12,9.260829997133374e-13,13150_250420
10,5.0,6.586118349873942e-12,5.5570373577061386e-12,1.0289927329484445e-12,13155_250420
11,5.5,6.586118350285049e-12,5.454129258829806e-12,1.1319024670063197e-12,13161_250420
12,6.0,6.5861183502848345e-12,5.351221159606428e-12,1.2348122006528732e-12,13165_250420
13,6.5,6.5861183502846625e-12,5.24831306038309e-12,1.3377219342994706e-12,13171_250420
14,7.0,6.586118349868232e-12,5.145404960834556e-12,1.4406316675298077e-12,13176_250420
15,7.5,6.586118350284378e-12,5.042496861936477e-12,1.5435414015927226e-12,13182_250420
16,8.0,6.586118350284267e-12,4.9395887627132e-12,1.6464511352393798e-12,13184_250420
17,8.5,6.58611835028416e-12,4.83668066348993e-12,1.7493608688860411e-12,13190_250420
18,9.0,6.5861183502840744e-12,4.733772564266678e-12,1.852270602532724e-12,13195_250420
19,9.5,6.586118350283995e-12,4.630864465043434e-12,1.955180336179413e-12,13201_250420
20,10.0,6.5861183203304944e-12,4.527956345227215e-12,2.0580900398726813e-12,13205_250420
