,E,PS,PT,PG,SimID
0,0.1,8.92537133388013e-13,8.859999961805812e-13,6.532655597470147e-15,8445_240420
1,0.5,8.925371164209962e-13,8.594156218663109e-13,3.3117131077685496e-14,8454_240420
2,1.0,8.925371162832026e-13,8.262941271840587e-13,6.623879366103373e-14,8462_240420
3,1.5,8.92537093347355e-13,7.914293757416e-13,1.0110367885270368e-13,8470_240420
4,2.0,8.925371162831159e-13,7.600511380848409e-13,1.3248211910323047e-13,8477_240420
5,2.5,8.925371026043109e-13,7.251863958660026e-13,1.6734701355194332e-13,8481_240420
6,3.0,8.925370933120373e-13,6.903216581085289e-13,2.0221191238718738e-13,8488_240420
7,3.5,8.925370867153936e-13,6.554569230566172e-13,2.3707681391806127e-13,8494_240420
8,4.0,8.925371162830729e-13,6.275651598865356e-13,2.649687699877548e-13,8500_240420
9,4.5,8.925371090966502e-13,5.927004240094943e-13,2.998336709288497e-13,8507_240420
10,5.0,8.925371024388176e-13,5.57835689024261e-13,3.346985723985348e-13,8510_240420
11,5.5,8.925371225005849e-13,5.299439164847223e-13,3.625905189623163e-13,8515_240420
12,6.0,8.925370933472682e-13,4.881062229242874e-13,4.044283795620208e-13,8521_240420
13,6.5,8.925370677886414e-13,4.462685338943207e-13,4.4626624375641517e-13,8522_240420
14,7.0,8.925370867153689e-13,4.183767593978292e-13,4.741581891851568e-13,8527_240420
15,7.5,8.925371024666405e-13,3.904849823291552e-13,5.020501314384424e-13,8531_240420
16,8.0,8.925371162830512e-13,3.625932034899895e-13,5.299420717568673e-13,8536_240420
17,8.5,8.925371280284898e-13,3.347014230106837e-13,5.578340100043201e-13,8539_240420
18,9.0,8.925371090966315e-13,2.9286373892233223e-13,5.99671880825483e-13,8545_240420
19,9.5,8.925370908604799e-13,2.5102605680451e-13,6.415097523423527e-13,8550_240420
20,10.0,8.925371024666349e-13,2.2313427561665873e-13,6.694016904505218e-13,8552_240420
