,E,PS,PT,PG,SimID
0,0.1,1.9838914940411505e-14,1.94126882522386e-14,4.262186072729781e-16,1744_240420
1,0.5,1.9838914940691068e-14,1.770778149979652e-14,2.1311260699439505e-15,1753_240420
2,1.0,1.983891494069103e-14,1.5576648058901943e-14,4.26226039793317e-15,1761_240420
3,1.5,1.9838914955017817e-14,1.3484262508488673e-14,6.354646843376687e-15,1768_240420
4,2.0,1.9838914940690995e-14,1.1314381177112833e-14,8.524529053911655e-15,1775_240420
5,2.5,1.9838914819148576e-14,8.679525233377503e-15,1.1159385919701411e-14,1779_240420
6,3.0,1.9838914955824512e-14,7.129610062249435e-15,1.2709301931278626e-14,1785_240420
7,3.5,1.983891483984345e-14,4.339762621215754e-15,1.5499150390119866e-14,1790_240420
8,4.0,1.9838914887423926e-14,2.7898474060439894e-15,1.7049066312601625e-14,1796_240420
9,4.5,1.983891493453173e-14,6.199660917041166e-16,1.9218948584571218e-14,1801_240420
10,5.0,1.98389151149138e-14,0.0,1.9819541166477534e-14,1811_240420
