,E,PS,PT,PG,SimID
0,0.1,5.052902997388355e-14,4.954213485720614e-14,9.868542419933086e-16,2923_240420
1,0.5,5.0529030465721067e-14,4.5791933859559716e-14,4.7370592713045825e-15,2928_240420
2,1.0,5.0529030465648176e-14,4.1054837253339145e-14,9.474159739619607e-15,2932_240420
3,1.5,5.052903046645632e-14,3.6317740647765483e-14,1.4211260208815663e-14,2937_240420
4,2.0,5.052903046460521e-14,3.1580644040378256e-14,1.8948360675352463e-14,2940_240420
5,2.5,5.052903046645623e-14,2.684354743530487e-14,2.3685461145591397e-14,2945_240420
6,3.0,5.05290304664562e-14,2.2106450829074587e-14,2.842256161397928e-14,2949_240420
7,3.5,5.0529029903680044e-14,1.5790321844900013e-14,3.4738695009053675e-14,2953_240420
8,4.0,5.0529030466456184e-14,1.2632257616614046e-14,3.789676255075509e-14,2955_240420
9,4.5,5.052903002749845e-14,6.3161287534373066e-15,4.42128960696479e-14,2958_240420
10,5.0,5.052903046645617e-14,3.1580644041535107e-15,4.7370963487530896e-14,2962_240420
11,5.5,5.052903082760429e-14,0.0,5.0479686031058586e-14,2972_240420
