,E,PS,PT,PG,SimID
0,0.1,1.6602005950402245e-11,1.6557420485203412e-11,4.442689814210472e-14,2792_240420
1,2.0,1.6602008510490704e-11,1.575893776581735e-11,8.429222546308697e-13,2800_240420
2,4.0,1.6602008510484258e-11,1.49158670211382e-11,1.6860009432095159e-12,2807_240420
3,6.0,1.6602007354597812e-11,1.4007943705441904e-11,2.593930682722403e-12,2812_240420
4,8.0,1.6602008510481014e-11,1.3229725531789558e-11,3.37215832037646e-12,2818_240420
5,10.0,1.6602006408899947e-11,1.2192098456535898e-11,4.409791527823201e-12,2824_240420
6,12.0,1.6602007349834338e-11,1.1413880053011107e-11,5.188018950528447e-12,2828_240420
7,14.0,1.6602006045762553e-11,1.0376253778601597e-11,6.225652955484473e-12,2831_240420
8,16.0,1.6602008509699396e-11,9.857442552634017e-12,6.744473073935218e-12,2836_240420
9,18.0,1.6602007349833598e-11,8.819816404599099e-12,7.782107223097228e-12,2841_240420
10,20.0,1.6602006408194375e-11,7.782190503841114e-12,8.819741590485817e-12,2846_240420
11,22.0,1.6602006924737054e-11,7.003971671373445e-12,9.597968588799349e-12,2852_240420
12,24.0,1.6602007349833252e-11,6.225752756187469e-12,1.0376195495666402e-11,2855_240420
13,26.0,1.660200771758193e-11,5.447533782331571e-12,1.1154422345185937e-11,2861_240420
14,28.0,1.660200604576159e-11,4.1505015114403976e-12,1.2451464809650358e-11,2863_240420
15,30.0,1.6602007349833016e-11,3.6316891077759725e-12,1.2970283768235688e-11,2868_240420
16,32.0,1.6602008510478594e-11,3.1128765957147363e-12,1.348910258339517e-11,2872_240420
17,34.0,1.6602007913390237e-11,2.0752509891737796e-12,1.4526737295334621e-11,2875_240420
18,36.0,1.6602007349054297e-11,1.0376254593158935e-12,1.5564372040026487e-11,2879_240420
19,38.0,1.6602007961206853e-11,3.891095615907856e-13,1.6212894720321426e-11,2886_240420
20,40.0,1.660200923173403e-11,0.0,1.658579618003047e-11,2896_240420
