,E,PS,PT,PG,SimID
0,0.1,6.474715990048625e-11,6.468393025214593e-11,6.194751896489717e-14,17924_250420
1,0.5,6.47465890708879e-11,6.452528725277451e-11,2.1945394347585152e-13,17935_250420
2,1.0,6.474658823461393e-11,6.430398460410387e-11,4.4076126295486886e-13,17945_250420
3,1.5,6.474661448290006e-11,6.411432332584049e-11,6.304802161721543e-13,17954_250420
4,2.0,6.474658778864051e-11,6.386138053371768e-11,8.83377128487472e-13,17963_250420
5,2.5,6.474660773955495e-11,6.367961652314383e-11,1.0651859216275874e-12,17976_250420
6,3.0,6.474661437116648e-11,6.348203205922964e-11,1.262789120875741e-12,17984_250420
7,3.5,6.474659926855728e-11,6.322910084820047e-11,1.5156976248413907e-12,17991_250420
8,4.0,6.474658767699509e-11,6.297617317020225e-11,1.7686096398540614e-12,17999_250420
9,4.5,6.474661425969535e-11,6.284974079505584e-11,1.8950980258417576e-12,18008_250420
10,5.0,6.474660773931686e-11,6.261262530650247e-11,2.1322073866272138e-12,18020_250420
11,5.5,6.474659520011873e-11,6.234388951886433e-11,2.4009261794148683e-12,18029_250420
12,6.0,6.474661425962968e-11,6.221744964011289e-11,2.5274070422132504e-12,18036_250420
13,6.5,6.474660589793399e-11,6.196452517575715e-11,2.7803222870924283e-12,18044_250420
14,7.0,6.474659915704506e-11,6.171160232155857e-11,3.0332391527783636e-12,18050_250420
15,7.5,6.474661425959031e-11,6.158515848519626e-11,3.1597160586110386e-12,18059_250420
16,8.0,6.474658756550161e-11,6.120575855801324e-11,3.5390747743846367e-12,18066_250420
17,8.5,6.474661993869296e-11,6.12057891607957e-11,3.5391071475759882e-12,18073_250420
18,9.0,6.474661420389411e-11,6.095286727788468e-11,3.792025019351997e-12,18081_250420
19,9.5,6.474660868669681e-11,6.069994564377826e-11,4.044943108729567e-12,18085_250420
20,10.0,6.474660768352785e-11,6.047864282157655e-11,4.266250261313604e-12,18096_250420
