,E,PS,PT,PG,SimID
0,0.1,2.5858188432014176e-14,2.5201632866357564e-14,6.56540706626555e-16,2202_240420
1,0.5,2.5858188503523568e-14,2.262591494058312e-14,3.2322602851394944e-15,2205_240420
2,1.0,2.5858188504433936e-14,1.939364137832545e-14,6.464535745819017e-15,2207_240420
3,1.5,2.5858188504433917e-14,1.61613678152712e-14,9.696811205588152e-15,2210_240420
4,2.0,2.5858188504433895e-14,1.2929094252216947e-14,1.2929086665357281e-14,2211_240420
5,2.5,2.5858188503578167e-14,9.696820688841812e-15,1.6161362124270705e-14,2214_240420
6,3.0,2.585818850443388e-14,6.46454712610847e-15,1.939363758489557e-14,2216_240420
7,3.5,2.5858188504074603e-14,3.2322735630093254e-15,2.262591304430545e-14,2219_240420
8,4.0,2.5858188647026136e-14,8.080683952195667e-16,2.5050119782083847e-14,2224_240420
9,4.5,2.5858185124410545e-14,0.0,2.5832932972381097e-14,2234_240420
