,E,PS,PT,PG,SimID
0,0.1,8.499089603342252e-10,8.490789711151487e-10,8.077682418950761e-13,26000_250420
1,0.5,8.498402885194482e-10,8.481804442059337e-10,7.390964271181132e-13,26010_250420
2,1.0,8.498367847342747e-10,8.479694675803176e-10,1.773106317521775e-12,26022_250420
3,1.5,8.498355677468226e-10,8.469308563336254e-10,2.809403005646789e-12,26033_250420
4,2.0,8.498365723071878e-10,8.46101938932791e-10,3.640418506473715e-12,26044_250420
5,2.5,8.498358903525233e-10,8.450638626479071e-10,4.677250227386393e-12,26056_250420
6,3.0,8.498354262051205e-10,8.440260043462964e-10,5.714299755560655e-12,26066_250420
7,3.5,8.498360120413071e-10,8.431966681972343e-10,6.544896532208948e-12,26073_250420
8,4.0,8.498364620267781e-10,8.423671962472459e-10,7.375357458141606e-12,26083_250420
9,4.5,8.498368186162296e-10,8.415376309344305e-10,8.205724988054978e-12,26092_250420
10,5.0,8.498357831799084e-10,8.402917289742746e-10,9.449705962426213e-12,26103_250420
11,5.5,8.4983729655636e-10,8.398782657373402e-10,9.866224809108721e-12,26111_250420
12,6.0,8.498353582632658e-10,8.382165154745102e-10,1.1524308396937939e-11,26120_250420
13,6.5,8.498356724114462e-10,8.373869076788567e-10,1.2354633485580052e-11,26130_250420
14,7.0,8.498359525934249e-10,8.365572658341527e-10,1.318492460802048e-11,26136_250420
15,7.5,8.498361931541676e-10,8.357275844787566e-10,1.401517610922481e-11,26146_250420
16,8.0,8.498364110711366e-10,8.348978804077768e-10,1.4845404966655667e-11,26155_250420
17,8.5,8.49836612004553e-10,8.340681592427498e-10,1.5675616840533744e-11,26165_250420
18,9.0,8.498367732587896e-10,8.332383987810789e-10,1.6505789035232015e-11,26173_250420
19,9.5,8.498355534928967e-10,8.315773677733228e-10,1.8164591150262485e-11,26182_250420
20,10.0,8.49835743161263e-10,8.307476356488518e-10,1.8994791759090523e-11,26192_250420
