,E,PS,PT,PG,SimID
0,0.1,7.44612906068819e-12,7.431585839866533e-12,7.125495977611116e-15,12224_250420
1,0.5,7.446205829895278e-12,7.375306897432896e-12,7.083010603632803e-14,12236_250420
2,1.0,7.4462058440824e-12,7.304407978887472e-12,1.4172971431526783e-13,12247_250420
3,1.5,7.446206007563217e-12,7.23532712648965e-12,2.1081153357785509e-13,12257_250420
4,2.0,7.446205839785169e-12,7.162610109558976e-12,2.8352889820166883e-13,12267_250420
5,2.5,7.446206123755507e-12,7.097165211704468e-12,3.4897496133368434e-13,12273_250420
6,3.0,7.446206007559416e-12,7.024448245412496e-12,4.2169237753945513e-13,12282_250420
7,3.5,7.446205895747088e-12,6.951731285482632e-12,4.944097981289902e-13,12290_250420
8,4.0,7.446205839782306e-12,6.879014379330138e-12,5.671272745660714e-13,12299_250420
9,4.5,7.446205792439196e-12,6.8062974821514525e-12,6.398447596248248e-13,12306_250420
10,5.0,7.446206123753239e-12,6.748124299651373e-12,6.980191168603584e-13,12311_250420
11,5.5,7.446206050620493e-12,6.675407377411731e-12,7.70736576129475e-13,12320_250420
12,6.0,7.446206003266022e-12,6.602690479458543e-12,8.434540611768666e-13,12328_250420
13,6.5,7.446187938596844e-12,6.544501117907382e-12,9.016100224291796e-13,12336_250420
14,7.0,7.446205895745448e-12,6.457256675216755e-12,9.888890184600183e-13,12343_250420
15,7.5,7.446206123752478e-12,6.399083387599786e-12,1.0470632723885388e-12,12349_250420
16,8.0,7.446205839780876e-12,6.3118229188767585e-12,1.1343240272991732e-12,12357_250420
17,8.5,7.446206031255869e-12,6.253649596562546e-12,1.1924982446956555e-12,12365_250420
18,9.0,7.44620579243792e-12,6.166389171862652e-12,1.2797590447599415e-12,12371_250420
19,9.5,7.446205950920455e-12,6.108215819114435e-12,1.3379332291639676e-12,12378_250420
20,10.0,7.446206123752099e-12,6.05004247554858e-12,1.3961074279171012e-12,12382_250420
