,E,PS,PT,PG,SimID
0,0.1,3.6495342198178573e-10,3.6459702215563167e-10,3.463597216059729e-13,23380_250420
1,0.5,3.649116766915776e-10,3.641989585730393e-10,3.0461443139783403e-13,23390_250420
2,1.0,3.649327370011495e-10,3.6364086085698037e-10,1.2612500473558173e-12,23403_250420
3,1.5,3.649325985829938e-10,3.629725113835734e-10,1.9293797051901773e-12,23414_250420
4,2.0,3.6493270329851823e-10,3.623489512487973e-10,2.553201291638697e-12,23426_250420
5,2.5,3.6493276157666083e-10,3.6172534472686594e-10,3.1769764407053338e-12,23436_250420
6,3.0,3.6493257945186775e-10,3.6101240525853715e-10,3.889613596968302e-12,23446_250420
7,3.5,3.6493282987058857e-10,3.6047808341220735e-10,4.4244784764812136e-12,23457_250420
8,4.0,3.6493268599205644e-10,3.5976518213767673e-10,5.13715387900515e-12,23468_250420
9,4.5,3.649325721645968e-10,3.5905231099202273e-10,5.84985933260156e-12,23479_250420
10,5.0,3.649327515544553e-10,3.5851791803103713e-10,6.384653183252096e-12,23488_250420
11,5.5,3.649326486564523e-10,3.57805057862381e-10,7.097369566305215e-12,23496_250420
12,6.0,3.649325667005175e-10,3.5709221858781107e-10,7.810106891426446e-12,23505_250420
13,6.5,3.649327051131238e-10,3.5655778463445344e-10,8.344859764824793e-12,23516_250420
14,7.0,3.6493263226300055e-10,3.5584495440879497e-10,9.057606195757614e-12,23527_250420
15,7.5,3.6493274517965177e-10,3.5531049506261015e-10,9.59233357320089e-12,23537_250420
16,8.0,3.649326732428251e-10,3.545976658951279e-10,1.0305080917430306e-11,23547_250420
17,8.5,3.6493293003498454e-10,3.5424153560036585e-10,1.0661747350117793e-11,23556_250420
18,9.0,3.649325657875436e-10,3.5317204364790597e-10,1.1730612024260928e-11,23566_250420
19,9.5,3.649326604911139e-10,3.5263756597261447e-10,1.2265321188623273e-11,23577_250420
20,10.0,3.649327406269191e-10,3.5210307396425397e-10,1.2800015785220525e-11,23585_250420
