,E,PS,PT,PG,SimID
0,0.1,2.9090462013123286e-14,2.84370629640004e-14,6.533823089628374e-16,2244_240420
1,0.5,2.909046208862578e-14,2.5908692797682338e-14,3.181754106413666e-15,2250_240420
2,1.0,2.909046215053143e-14,2.2726923555102682e-14,6.363525324029575e-15,2255_240420
3,1.5,2.9090462150531395e-14,1.954515425738828e-14,9.545296479739798e-15,2261_240420
4,2.0,2.909046215003725e-14,1.6363384959395955e-14,1.2727067634955915e-14,2265_240420
5,2.5,2.909046200526387e-14,1.2727077127302944e-14,1.6363377382422832e-14,2269_240420
6,3.0,2.9090462150531363e-14,9.999846364245156e-15,1.9090609946870547e-14,2274_240420
7,3.5,2.909046204706669e-14,6.3635385727958385e-15,2.2726919735646167e-14,2279_240420
8,4.0,2.909046215053135e-14,3.636307768816419e-15,2.5454152258291054e-14,2282_240420
9,4.5,2.9090462227410384e-14,9.090769446065745e-16,2.8181384754350307e-14,2287_240420
10,5.0,2.909045818448713e-14,0.0,2.9062049513454e-14,2297_240420
