,E,PS,PT,PG,SimID
0,0.1,2.4078739564205624e-13,2.38671100172546e-13,2.1159198634983547e-15,5065_240420
1,0.5,2.4078729839284616e-13,2.3044096916502856e-13,1.0345873503204065e-14,5073_240420
2,1.0,2.4078729839283374e-13,2.200946399371996e-13,2.0692223192114334e-14,5080_240420
3,1.5,2.4078729838507827e-13,2.0974831070262677e-13,3.103857287328157e-14,5088_240420
4,2.0,2.4078729839282774e-13,1.9940198148156046e-13,4.138492256995375e-14,5094_240420
5,2.5,2.407873961159675e-13,1.8811515321559962e-13,5.267194722646376e-14,5099_240420
6,3.0,2.4078729838470174e-13,1.787093230198958e-13,6.207762193967315e-14,5106_240420
7,3.5,2.407872964494054e-13,1.674224170624772e-13,7.336454693774706e-14,5113_240420
8,4.0,2.4078729839282435e-13,1.5801666457029099e-13,8.27703213256412e-14,5118_240420
9,4.5,2.4078729613945683e-13,1.467297585849815e-13,9.405724600564391e-14,5124_240420
10,5.0,2.407873961109938e-13,1.35442910312434e-13,1.0534427291055106e-13,5128_240420
11,5.5,2.407872987185203e-13,1.2791825244421392e-13,1.1286879347365773e-13,5133_240420
12,6.0,2.407872983928236e-13,1.1663134765902394e-13,1.2415572008133127e-13,5139_240420
13,6.5,2.407873957849513e-13,1.0346333412634625e-13,1.3732389889572423e-13,5146_240420
14,7.0,2.4078729644940324e-13,9.405753767554814e-14,1.4672957200465135e-13,5152_240420
15,7.5,2.4078739611596535e-13,8.277066741486308e-14,1.5801659860458372e-13,5157_240420
16,8.0,2.407872983928229e-13,7.524603074775715e-14,1.655411188370214e-13,5161_240420
17,8.5,2.407873963407919e-13,6.207800061911041e-14,1.7870929820725569e-13,5168_240420
18,9.0,2.407872968750257e-13,5.267222119141187e-14,1.8811497118596462e-13,5173_240420
19,9.5,2.4078729616626957e-13,4.1385316528577586e-14,1.9940189741057874e-13,5179_240420
20,10.0,2.4078739610555486e-13,3.009842451319436e-14,2.1068892428323424e-13,5182_240420
