,E,PS,PT,PG,SimID
0,0.1,4.738483243806342e-12,4.724600968678003e-12,1.3826843114387748e-14,11569_250420
1,0.5,4.7384832257236534e-12,4.669071850346842e-12,6.93565770476674e-14,11579_250420
2,1.0,4.738483224077768e-12,4.599660473372365e-12,1.3876876542174305e-13,11588_250420
3,1.5,4.738494617100776e-12,4.525632554223202e-12,2.1281982779937473e-13,11597_250420
4,2.0,4.738483224074104e-12,4.4608377226635125e-12,2.7759314545799844e-13,11605_250420
5,2.5,4.738494721140061e-12,4.386809566055447e-12,3.516443118785791e-13,11613_250420
6,3.0,4.738494598596796e-12,4.312770474504115e-12,4.256838586899386e-13,11621_250420
7,3.5,4.7384947594857735e-12,4.247986512898379e-12,4.904687302642119e-13,11630_250420
8,4.0,4.738483224072268e-12,4.1831922212513e-12,5.55241905536003e-13,11637_250420
9,4.5,4.738494793685e-12,4.109163453898711e-12,6.292931445033593e-13,11644_250420
10,5.0,4.73849472113914e-12,4.035124410970049e-12,7.033327413121233e-13,11651_250420
11,5.5,4.7384946568176054e-12,3.9610853771834674e-12,7.773723463452129e-13,11658_250420
12,6.0,4.738494616682393e-12,3.887046365247276e-12,8.514119755646248e-13,11665_250420
13,6.5,4.7384945826999615e-12,3.8130073595163755e-12,9.254516109368172e-13,11672_250420
14,7.0,4.738494759328316e-12,3.757478266186126e-12,9.8098153958114e-13,11680_250420
15,7.5,4.73849472095576e-12,3.6834392557429545e-12,1.0550211705632083e-12,11688_250420
16,8.0,4.7384832238737335e-12,3.6279012182783273e-12,1.1105394254971496e-12,11694_250420
17,8.5,4.738483156743889e-12,3.5538623675579167e-12,1.1845790277219297e-12,11696_250420
18,9.0,4.738494793684486e-12,3.4798321141120443e-12,1.2586303340171498e-12,11702_250420
19,9.5,4.738494747165958e-12,3.4057930995255323e-12,1.3326699568532467e-12,11707_250420
20,10.0,4.738494721138672e-12,3.331754100800629e-12,1.406709600180585e-12,11713_250420
