,E,PS,PT,PG,SimID
0,0.1,6.0923505018783275e-12,6.0784062181978806e-12,1.3887836728619285e-14,11889_250420
1,0.5,6.0923504508031446e-12,6.022443109204573e-12,6.985136385702898e-14,11901_250420
2,1.0,6.092350450795539e-12,5.952535767598572e-12,1.3975935522666945e-13,11912_250420
3,1.5,6.092335573812932e-12,5.884101447754873e-12,2.0816506554945155e-13,11922_250420
4,2.0,6.092350450791728e-12,5.812721084397967e-12,2.795753379773497e-13,11932_250420
5,2.5,6.0923503856701975e-12,5.74132629118334e-12,3.5097066830492084e-13,11942_250420
6,3.0,6.0923355738088916e-12,5.67586732169305e-12,4.164016356052922e-13,11951_250420
7,3.5,6.092350475595991e-12,5.604486472667405e-12,4.878119328414932e-13,11960_250420
8,4.0,6.092350450789828e-12,5.5330917180024805e-12,5.592073034844316e-13,11969_250420
9,4.5,6.092350405053139e-12,5.46169694515506e-12,6.306026531968446e-13,11978_250420
10,5.0,6.092350385398662e-12,5.390302196456238e-12,7.01998028991469e-13,11987_250420
11,5.5,6.09233563923975e-12,5.330793684334781e-12,7.614794457068093e-13,11990_250420
12,6.0,6.092335573806866e-12,5.259399069575458e-12,8.32874775723027e-13,11998_250420
13,6.5,6.092335518668928e-12,5.188004465116509e-12,9.042701160341909e-13,12005_250420
14,7.0,6.092350498306833e-12,5.116622488812379e-12,9.756804911211978e-13,12013_250420
15,7.5,6.0923504648881765e-12,5.045227728735521e-12,1.047075853151644e-12,12019_250420
16,8.0,6.092350450788881e-12,4.97383298521436e-12,1.1184712345014502e-12,12027_250420
17,8.5,6.092350422651109e-12,4.902438230727064e-12,1.1898666018127792e-12,12034_250420
18,9.0,6.092350405052295e-12,4.8310434852563125e-12,1.2612619796630685e-12,12042_250420
19,9.5,6.092350389213557e-12,4.759648741573092e-12,1.3326573592734316e-12,12047_250420
20,10.0,6.0923503856679155e-12,4.688254007721013e-12,1.4040527511768918e-12,12055_250420
