,E,PS,PT,PG,SimID
0,0.1,3.55550090695969e-14,3.489529698725086e-14,6.596914839055038e-16,2370_240420
1,0.5,3.5555009264534266e-14,3.236061390092376e-14,3.1943764387985643e-15,2378_240420
2,1.0,3.555500926407732e-14,2.9166218536938424e-14,6.3887736700666e-15,2385_240420
3,1.5,3.55550091791716e-14,2.583293635674187e-14,9.722057653047825e-15,2392_240420
4,2.0,3.5555009264534e-14,2.2777427810092094e-14,1.2777568133973249e-14,2398_240420
5,2.5,3.5555009214651897e-14,1.9444145664262757e-14,1.6110852151978084e-14,2404_240420
6,3.0,3.555500917965263e-14,1.6110863534530098e-14,1.9444136184865758e-14,2410_240420
7,3.5,3.5555009306628345e-14,1.3333128489985629e-14,2.2221873035080587e-14,2413_240420
8,4.0,3.555500926453397e-14,9.999846355650179e-15,2.5555157060873154e-14,2418_240420
9,4.5,3.555500923765092e-14,6.666564232059548e-15,2.888844110187704e-14,2422_240420
10,5.0,3.555500921415412e-14,3.333282113826949e-15,3.222172514626718e-14,2427_240420
11,5.5,3.5555009389660935e-14,1.1110940434269042e-15,3.444391470036529e-14,2432_240420
12,6.0,3.555500971220435e-14,0.0,3.552028800316386e-14,2442_240420
