,E,PS,PT,PG,SimID
0,0.1,2.0495314382846064e-11,2.0455284471942067e-11,1.9395428012094772e-14,15237_250420
1,0.5,2.049549747415887e-11,2.0345383967268057e-11,1.4967966615424558e-13,15248_250420
2,1.0,2.0495497421824833e-11,2.019527040880982e-11,2.9979632170022396e-13,15258_250420
3,1.5,2.0495497382627474e-11,2.0045156863966226e-11,4.4991299038287833e-13,15269_250420
4,2.0,2.0495497382606232e-11,1.9895043357725192e-11,6.000296982416507e-13,15278_250420
5,2.5,2.0495495530915188e-11,1.9734920501447633e-11,7.601523349559551e-13,15287_250420
6,3.0,2.0495497355440477e-11,1.959481631931272e-11,9.00263086835927e-13,15297_250420
7,3.5,2.0495498587806986e-11,1.9454711550144914e-11,1.0403732465571137e-12,15305_250420
8,4.0,2.0495497356471047e-11,1.9294589308240323e-11,1.2004965036265224e-12,15313_250420
9,4.5,2.049549837581658e-11,1.915448432193014e-11,1.3406064503267336e-12,15323_250420
10,5.0,2.049549555294514e-11,1.8974345492374992e-11,1.5207436769113169e-12,15331_250420
11,5.5,2.0495501355632828e-11,1.8894290312224014e-11,1.6008117238016755e-12,15337_250420
12,6.0,2.0495497356460423e-11,1.8694135284115268e-11,1.8009633351359573e-12,15346_250420
13,6.5,2.049549940830399e-11,1.857404633877549e-11,1.9210587532835346e-12,15351_250420
14,7.0,2.0495498650267555e-11,1.8413924568599757e-11,2.081182483652451e-12,15358_250420
15,7.5,2.0495497982855877e-11,1.8253802890981014e-11,2.241306304646119e-12,15364_250420
16,8.0,2.0495497343403497e-11,1.80936812484734e-11,2.401430153599088e-12,15371_250420
17,8.5,2.04954968336867e-11,1.7933559729475863e-11,2.561554132287639e-12,15374_250420
18,9.0,2.04954983496993e-11,1.781347024534412e-11,2.6816490146042536e-12,15383_250420
19,9.5,2.0495495944987586e-11,1.7613316827723708e-11,2.881802220399224e-12,15389_250420
20,10.0,2.0495495552932277e-11,1.7453195431793893e-11,3.0419263167492636e-12,15396_250420
