,E,PS,PT,PG,SimID
0,0.1,6.106828690255929e-13,6.075519265818582e-13,3.1292782620195405e-15,6730_240420
1,0.5,6.106828739613714e-13,5.951772541146959e-13,1.5503994371632726e-14,6739_240420
2,1.0,6.106828739457721e-13,5.796716342532133e-13,3.100965654975414e-14,6747_240420
3,1.5,6.106828604501011e-13,5.629732619774369e-13,4.7708048493474575e-14,6753_240420
4,2.0,6.106828739612491e-13,5.486603945745598e-13,6.20209809526724e-14,6760_240420
5,2.5,6.106828817402266e-13,5.343475215226983e-13,7.63339076796998e-14,6763_240420
6,3.0,6.106828604500727e-13,5.152636635047488e-13,9.541777832027899e-14,6768_240420
7,3.5,6.106828680621828e-13,5.009507902072593e-13,1.0973070488043894e-13,6775_240420
8,4.0,6.106828720733862e-13,4.866379136834796e-13,1.240436278396922e-13,6781_240420
9,4.5,6.106828604500637e-13,4.6755406503208e-13,1.431275081471027e-13,6787_240420
10,5.0,6.10682881717987e-13,4.580121612884902e-13,1.526694753803925e-13,6789_240420
11,5.5,6.106828703215414e-13,4.389283130436079e-13,1.7175335591468004e-13,6794_240420
12,6.0,6.106828604333222e-13,4.19844466547909e-13,1.9083723795719396e-13,6798_240420
13,6.5,6.106828768540725e-13,4.1030255788632995e-13,2.003792003433108e-13,6804_240420
14,7.0,6.106828680546208e-13,3.912187123474915e-13,2.1946308347459221e-13,6810_240420
15,7.5,6.106828817402048e-13,3.81676801087628e-13,2.2900504312554277e-13,6813_240420
16,8.0,6.106828739612186e-13,3.6259295641447355e-13,2.4808892727728966e-13,6818_240420
17,8.5,6.106828668812944e-13,3.435091126207281e-13,2.671728121280986e-13,6822_240420
18,9.0,6.106828583424207e-13,3.24425268494411e-13,2.86256695519958e-13,6827_240420
19,9.5,6.106828719166465e-13,3.148833558320209e-13,2.957986550595503e-13,6833_240420
20,10.0,6.10682881740202e-13,3.05341440870101e-13,3.0534061084847235e-13,6834_240420
