,E,PS,PT,PG,SimID
0,0.1,1.8503392103658892e-13,1.8358834352849057e-13,1.4453679212935229e-15,4441_240420
1,0.5,1.8503392103960863e-13,1.7780603349899893e-13,7.227684557865849e-15,4448_240420
2,1.0,1.850339204341421e-13,1.7057814540022475e-13,1.4455579744340076e-14,4454_240420
3,1.5,1.8503392103960268e-13,1.6335025841777424e-13,2.1683476141741418e-14,4461_240420
4,2.0,1.8503392103495564e-13,1.5612237087324381e-13,2.891137192903514e-14,4466_240420
5,2.5,1.8503392341852224e-13,1.5034006277754932e-13,3.469369094615434e-14,4470_240420
6,3.0,1.8503392103960116e-13,1.4166659579594463e-13,4.336716351756218e-14,4476_240420
7,3.5,1.8503392275181951e-13,1.3588428702086747e-13,4.914948186333317e-14,4482_240420
8,4.0,1.8503392103960068e-13,1.2721082071472547e-13,5.782295510144326e-14,4486_240420
9,4.5,1.850339223533905e-13,1.2142851154441252e-13,6.360527304878569e-14,4491_240420
10,5.0,1.8503392341534527e-13,1.1564620213459078e-13,6.938759074429305e-14,4494_240420
11,5.5,1.850339221374571e-13,1.0697273623571738e-13,7.806106441673379e-14,4500_240420
12,6.0,1.850339210396004e-13,9.829927055228772e-14,8.673453826920603e-14,4505_240420
13,6.5,1.8503392376171687e-13,9.540811693963526e-14,8.96256993080988e-14,4511_240420
14,7.0,1.8503392274722554e-13,8.673465128776197e-14,9.829917324393636e-14,4516_240420
15,7.5,1.8503392301074378e-13,8.09523413172004e-14,1.0408149014100723e-13,4520_240420
16,8.0,1.8503392103960013e-13,6.938772038985005e-14,1.156461214369688e-13,4523_240420
17,8.5,1.850339217260297e-13,6.360541059332271e-14,1.2142843875695097e-13,4528_240420
18,9.0,1.8503392235011473e-13,5.782310073441086e-14,1.272107560145886e-13,4532_240420
19,9.5,1.850339198447042e-13,4.625847996117605e-14,1.387753867762833e-13,4534_240420
20,10.0,1.8503392341852103e-13,4.625848085463026e-14,1.3877539035010016e-13,4536_240420
