,E,PS,PT,PG,SimID
0,0.1,8.243489497824145e-10,8.235439215111426e-10,7.64584958800308e-13,26992_250420
1,0.5,8.241825331293319e-10,8.225728016193137e-10,5.981683057177216e-13,27002_250420
2,1.0,8.242669141196536e-10,8.214495955655337e-10,2.695218809293618e-12,27013_250420
3,1.5,8.242685402459811e-10,8.202437915143113e-10,3.9044466435735705e-12,27023_250420
4,2.0,8.242680067096135e-10,8.188345994388225e-10,5.312781766483959e-12,27035_250420
5,2.5,8.242677143523836e-10,8.174256483641069e-10,6.721358068531894e-12,27046_250420
6,3.0,8.24268394043831e-10,8.162188980082467e-10,7.929639467931843e-12,27055_250420
7,3.5,8.242688764057979e-10,8.15011950547725e-10,9.137723537851266e-12,27066_250420
8,4.0,8.242665559339174e-10,8.129972866145084e-10,1.114807257922496e-11,27075_250420
9,4.5,8.242683355675628e-10,8.121940923707723e-10,1.1954920018171974e-11,27085_250420
10,5.0,8.242676156705604e-10,8.105834853322796e-10,1.356433573177299e-11,27095_250420
11,5.5,8.242689750603051e-10,8.097798719830731e-10,1.4370762926819388e-11,27104_250420
12,6.0,8.242683245959507e-10,8.081693338811861e-10,1.5980248073068315e-11,27112_250420
13,6.5,8.242677618371917e-10,8.065588841414707e-10,1.7589820924912594e-11,27121_250420
14,7.0,8.242688146194423e-10,8.057549642910759e-10,1.839594151246495e-11,27131_250420
15,7.5,8.242683104295471e-10,8.041445723819508e-10,2.0005572933173155e-11,27141_250420
16,8.0,8.242678458284691e-10,8.025342209872888e-10,2.1615243942698407e-11,27151_250420
17,8.5,8.24268690028174e-10,8.017300930352162e-10,2.2421155947705034e-11,27159_250420
18,9.0,8.242682990111022e-10,8.001198136885114e-10,2.4030900541236653e-11,27168_250420
19,9.5,8.242678896859437e-10,7.98509518133258e-10,2.5640626826681507e-11,27173_250420
20,10.0,8.242675718095736e-10,7.968993125893338e-10,2.7250444560914728e-11,27182_250420
