,E,PS,PT,PG,SimID
0,0.1,9.220565243312277e-12,9.199742433619738e-12,2.0676249979409134e-14,13371_250420
1,0.5,9.220565403893552e-12,9.117014132267794e-12,1.034061886251565e-13,13382_250420
2,1.0,9.22056740538573e-12,9.022469277535646e-12,1.979565079053037e-13,13391_250420
3,1.5,9.220566059482429e-12,8.914414452038676e-12,3.0601038233110986e-13,13400_250420
4,2.0,9.220567400124408e-12,8.824371144650313e-12,3.9605773991401144e-13,13408_250420
5,2.5,9.220564987064296e-12,8.698306423343857e-12,5.221197505711905e-13,13417_250420
6,3.0,9.220566042135881e-12,8.608262828400295e-12,6.121668225836983e-13,13425_250420
7,3.5,9.220565690403283e-12,8.500208995840526e-12,7.20221691180207e-13,13431_250420
8,4.0,9.22056739236297e-12,8.428174882081778e-12,7.922602066926316e-13,13438_250420
9,4.5,9.220565169408504e-12,8.284101519390453e-12,9.363316108436403e-13,13445_250420
10,5.0,9.220564978389971e-12,8.176047851931733e-12,1.0443866401542154e-12,13453_250420
11,5.5,9.22056483943934e-12,8.067994234509422e-12,1.1524417215326902e-12,13456_250420
12,6.0,9.220566042131414e-12,7.995959614660835e-12,1.2244797377775026e-12,13463_250420
13,6.5,9.220567088441137e-12,7.923924841629103e-12,1.2965175976399643e-12,13469_250420
14,7.0,9.220565690399414e-12,7.779852301274506e-12,1.4405898267037163e-12,13474_250420
15,7.5,9.220565512429835e-12,7.671798649013887e-12,1.5486448690632445e-12,13482_250420
16,8.0,9.220567392359667e-12,7.63578237179785e-12,1.5846651557694452e-12,13488_250420
17,8.5,9.22056618542994e-12,7.491710025661826e-12,1.7287375759451938e-12,13492_250420
18,9.0,9.220565169405476e-12,7.347637869369989e-12,1.8728101870262065e-12,13498_250420
19,9.5,9.220565890188481e-12,7.275602772726849e-12,1.9448477213619494e-12,13505_250420
20,10.0,9.22056497405278e-12,7.131530722118947e-12,2.0889204323317244e-12,13512_250420
