,Time_nATP05,Pop_nATP05,Time_nATP10,Pop_nATP10,Time_nATP15,Pop_nATP15
0,1400.0,512.0,1400.0,511.0,1400.0,510.0
1,2800.0,525.0,2800.0,522.0,2800.0,519.0
2,4200.0,538.0,4200.0,534.0,4200.0,529.0
3,5600.0,551.0,5600.0,545.0,5600.0,540.0
4,7000.0,565.0,7000.0,557.0,7000.0,550.0
5,8400.0,579.0,8400.0,570.0,8400.0,561.0
6,9800.0,593.0,9800.0,582.0,9800.0,572.0
7,11200.0,608.0,11200.0,595.0,11200.0,583.0
8,12600.0,623.0,12600.0,608.0,12600.0,594.0
9,14000.0,638.0,14000.0,621.0,14000.0,605.0
10,15400.0,654.0,15400.0,635.0,15400.0,617.0
11,16800.0,670.0,16800.0,649.0,16800.0,629.0
12,18200.0,687.0,18200.0,663.0,18200.0,641.0
13,19600.0,704.0,19600.0,678.0,19600.0,653.0
14,21000.0,721.0,21000.0,693.0,21000.0,666.0
15,22400.0,739.0,22400.0,708.0,22400.0,679.0
16,23800.0,757.0,23800.0,724.0,23800.0,692.0
17,25200.0,776.0,25200.0,740.0,25200.0,705.0
18,26600.0,795.0,26600.0,756.0,26600.0,719.0
19,28000.0,815.0,28000.0,772.0,28000.0,733.0
20,29400.0,835.0,29400.0,789.0,29400.0,747.0
21,30800.0,855.0,30800.0,807.0,30800.0,761.0
22,32200.0,876.0,32200.0,825.0,32200.0,776.0
23,33600.0,898.0,33600.0,843.0,33600.0,791.0
24,35000.0,920.0,35000.0,861.0,35000.0,806.0
25,36400.0,943.0,36400.0,880.0,36400.0,822.0
26,37800.0,966.0,37800.0,900.0,37800.0,837.0
27,39200.0,990.0,39200.0,919.0,39200.0,854.0
28,40600.0,1015.0,40600.0,940.0,40600.0,870.0
29,42000.0,1040.0,42000.0,960.0,42000.0,887.0
30,43400.0,1065.0,43400.0,981.0,43400.0,904.0
31,44800.0,1092.0,44800.0,1003.0,44800.0,921.0
32,46200.0,1119.0,46200.0,1025.0,46200.0,939.0
33,47600.0,1146.0,47600.0,1047.0,47600.0,957.0
34,49000.0,1175.0,49000.0,1070.0,49000.0,976.0
35,50400.0,1204.0,50400.0,1094.0,50400.0,994.0
36,51800.0,1233.0,51800.0,1118.0,51800.0,1014.0
37,53200.0,1264.0,53200.0,1143.0,53200.0,1033.0
38,54600.0,1295.0,54600.0,1168.0,54600.0,1053.0
39,56000.0,1327.0,56000.0,1193.0,56000.0,1073.0
40,57400.0,1360.0,57400.0,1220.0,57400.0,1094.0
41,58800.0,1393.0,58800.0,1247.0,58800.0,1115.0
42,60200.0,1428.0,60200.0,1274.0,60200.0,1137.0
43,61600.0,1463.0,61600.0,1302.0,61600.0,1158.0
44,63000.0,1499.0,63000.0,1331.0,63000.0,1181.0
45,64400.0,1536.0,64400.0,1360.0,64400.0,1204.0
46,65800.0,1574.0,65800.0,1390.0,65800.0,1227.0
47,67200.0,1613.0,67200.0,1420.0,67200.0,1250.0
48,68600.0,1653.0,68600.0,1452.0,68600.0,1274.0
