,Temp,GrowthRate_nATP05,FinalBiomass_nATP05,FinalCH4_nATP05,GrowthRate_nATP10,FinalBiomass_nATP10,FinalCH4_nATP10,GrowthRate_nATP15,FinalBiomass_nATP15,FinalCH4_nATP15
0,280,0.006870229007633633,2461553721.0,0.00018789542958279725,0.0066543438077634855,557875913.0,0.00018789542958279725,0.006349206349206416,297841875.0,3.394981165950934e-05
1,281,0.007210768080333256,2032406945.0,0.0001689758035780042,0.00707102451288499,494309506.0,0.0001689758035780042,0.006658117971986611,264207743.0,3.2041423108975916e-05
2,282,0.007338551859099779,1559297239.0,0.00014601290683191443,0.007280767986193494,413541215.0,0.00014601290683191443,0.0070584544598975675,220874969.0,2.9278335951644118e-05
3,283,0.007824726134585402,1324313509.0,0.00013347236055934013,0.007470119521912344,365705722.0,0.00013347236055934013,0.007411067193675846,195718286.0,2.7592797180920183e-05
4,284,0.008022820467106478,1026118585.0,0.00011650685875130879,0.0075753324729251935,300647408.0,0.00011650685875130879,0.007545271629778646,160893231.0,2.501046447549043e-05
5,285,0.00828157349896484,804784122.0,0.00010229310503368747,0.007815892314372486,246384785.0,0.00010229310503368747,0.007653061224489768,131446568.0,2.25719797390253e-05
6,286,0.009042272624519553,679983325.0,9.351479629458761e-05,0.008255365987892173,213292766.0,9.351479629458761e-05,0.00779490732721288,113541904.0,2.102875401735477e-05
7,287,0.009420138162026345,569770785.0,8.544459615735723e-05,0.008823529411764616,182452180.0,8.544459615735723e-05,0.008376768428890588,103431802.0,2.007545612410431e-05
8,288,0.009913531971140472,465391058.0,7.676567120912673e-05,0.009344581440623096,152388611.0,7.676567120912673e-05,0.008722620662919248,80448016.0,1.7701532919110115e-05
9,289,0.010716199321307246,417244811.0,7.27162211748541e-05,0.010008340283569643,137538019.0,7.27162211748541e-05,0.00953591862682785,75077099.0,1.7142695995091736e-05
10,290,0.011220546066575366,358070873.0,6.73496832377748e-05,0.010754294249439753,119224136.0,6.73496832377748e-05,0.009699582379091897,62340881.0,1.563279945332444e-05
11,291,0.011877111486486638,289622944.0,6.0266159325434324e-05,0.011051080550098097,97609343.0,6.0266159325434324e-05,0.010171790235081295,50510715.0,1.4091690203854203e-05
