,Temp,GrowthRate_nATP05,FinalBiomass_nATP05,FinalCH4_nATP05,GrowthRate_nATP10,FinalBiomass_nATP10,FinalCH4_nATP10,GrowthRate_nATP15,FinalBiomass_nATP15,FinalCH4_nATP15
0,280,0.00703125,2530910027.0,0.0001916229388839252,0.007003891050583633,619151182.0,6.134482346874117e-05,0.006949806949807069,356389256.0,3.7487049575439764e-05
1,281,0.007239382239382213,2092455093.0,0.0001721760680781587,0.007239382239382213,551497617.0,5.785855259903639e-05,0.007210768080333256,319345044.0,3.549356572703903e-05
2,282,0.007367789117502586,1617139196.0,0.00014960801688340802,0.007367789117502586,465551366.0,5.3092235790608324e-05,0.007367789117502586,271121367.0,3.268875805965742e-05
3,283,0.007824726134585402,1375974076.0,0.00013740929785097892,0.007812500000000111,414442186.0,5.01986695204918e-05,0.007800312012480604,242366169.0,3.0923930608534625e-05
4,284,0.008191312657853462,1073823127.0,0.00012020212611772688,0.00829856388741627,344641520.0,4.572519373221737e-05,0.007997511885191223,203109206.0,2.834119931414389e-05
5,285,0.00860009555661729,847586139.0,0.00010576981158090943,0.00885173346446999,286268194.0,4.1617369841589765e-05,0.008514664143803261,169467906.0,2.5897898504160352e-05
6,286,0.009234320892651093,719779974.0,9.700341508652785e-05,0.009201748332183114,250095964.0,3.8894732734550434e-05,0.009169404752808065,148874904.0,2.4304198251256188e-05
7,287,0.009932678512305471,606309420.0,8.872780451285219e-05,0.009713977334052888,216392311.0,3.621287312092897e-05,0.009822110662446674,136654367.0,2.3324401068226314e-05
8,288,0.010494402985074628,499229275.0,8.015019815775778e-05,0.010372846193741694,183286868.0,3.3321898520787025e-05,0.010195700812823899,109862775.0,2.0908308497108668e-05
9,289,0.011122645706658723,448584731.0,7.6019671507374e-05,0.010844026748599451,166821235.0,3.183683149923682e-05,0.01077973409989214,103256991.0,2.0317936221739615e-05
10,290,0.011557724412482297,387096228.0,7.053749531889233e-05,0.011596443757247776,146336673.0,2.9874332976986037e-05,0.011557724412482297,88014019.0,1.8763437715126555e-05
11,291,0.012270942408376846,315927440.0,6.352225809774492e-05,0.011877111486486638,121926105.0,2.7250318831751895e-05,0.011837121212121236,73575811.0,1.716421853577406e-05
12,292,0.013058239749281775,268322382.0,5.843274112310049e-05,0.012987012987012912,105207034.0,2.5377931486360302e-05,0.012642225031605581,63474627.0,1.5993950173190736e-05
13,293,0.013957816377171167,234717614.0,5.4744567864930124e-05,0.013642978413776395,93024756.0,2.3884356096333556e-05,0.013148667601682927,56178301.0,1.508907169419414e-05
14,294,0.014521750354976094,201504462.0,5.0649201955997345e-05,0.01440829918032787,80782510.0,2.2267110068973364e-05,0.014186633039092003,48798951.0,1.4064319950784187e-05
15,295,0.015173410404624166,171319962.0,4.670325947453162e-05,0.014880952380952326,69325015.0,2.0713003407248865e-05,0.014763779527559027,41894455.0,1.3096764794246797e-05
16,296,0.015834848395988407,142739070.0,4.2688046683932736e-05,0.015618672991265008,58362798.0,1.8995698153966297e-05,0.015153215849141225,35249374.0,1.2016084059762672e-05
17,297,0.017241379310344765,127521864.0,4.0356598249704636e-05,0.016958733747880175,52416631.0,1.8094665677098984e-05,0.016391452161243474,31624600.0,1.1406953518985443e-05
18,298,0.018575851393188788,112097113.0,3.79747414660271e-05,0.018218623481781313,46295365.0,1.70403806838471e-05,0.017382906808304992,27947477.0,1.075770128377969e-05
19,299,0.01909476661951911,89981476.0,3.39827088428067e-05,0.018723994452149926,37483657.0,1.5309848308880862e-05,0.01802403204272349,22549113.0,9.699988395542195e-06
20,300,0.02117647058823522,82449849.0,3.2521336271495806e-05,0.020377358490566034,34410016.0,1.4687293994272515e-05,0.019320214669052004,19998730.0,9.10424462940069e-06
21,301,0.02201257861635238,71890853.0,3.0537606014213396e-05,0.02156500308071463,30103020.0,1.386678158419318e-05,0.02051282051282059,18058622.0,8.716181806828838e-06
22,302,0.0229474757776646,59424802.0,2.773174654290753e-05,0.022053418279833193,24969288.0,1.2603963127468701e-05,0.021534044298605323,14684325.0,7.892115876022367e-06
23,303,0.02499305748403218,53897734.0,2.6560618532244195e-05,0.023943447856491197,22673880.0,1.2097896524517586e-05,0.022859216255442856,13367026.0,7.570610750394033e-06
24,304,0.02714932126696823,45956624.0,2.4606169580179873e-05,0.02485501242750618,19358238.0,1.1187377762972945e-05,0.024382810118866154,11501799.0,7.044879075397055e-06
25,305,0.027639155470249487,39801985.0,2.2872269193405154e-05,0.027324478178368052,16771791.0,1.045582659236792e-05,0.025992779783393472,10189514.0,6.631623070091704e-06
26,306,0.028982007003985177,34212611.0,2.1275717138546987e-05,0.028403113822848627,14410129.0,9.747576383372974e-06,0.027332361516034888,8838514.0,6.225100141786047e-06
27,307,0.0313545150501672,28822436.0,1.9585030041058162e-05,0.029296875,12117498.0,8.9727497472506e-06,0.02767527675276757,7093539.0,5.567505553161369e-06
28,308,0.03239481682930744,25190492.0,1.8463099735341235e-05,0.03061108801632573,10572579.0,8.391835413995514e-06,0.029560964928287168,6154251.0,5.2017555625617805e-06
29,309,0.03478260869565196,22868836.0,1.7596135830669434e-05,0.03360438101559886,9583532.0,8.012152026565543e-06,0.031510599019670196,5562178.0,4.976373778806335e-06
30,310,0.03660565723793674,18422676.0,1.586159099488309e-05,0.03472222222222232,7678222.0,7.222507590969392e-06,0.032490974729241895,4400726.0,4.440414990549274e-06
31,311,0.03958944281524914,16975736.0,1.5337076361827542e-05,0.03701063713126431,7059459.0,6.976418514449352e-06,0.03567653276955609,4159283.0,4.343393271956655e-06
