,Temp,GrowthRate_nATP05,FinalBiomass_nATP05,FinalCH4_nATP05,GrowthRate_nATP10,FinalBiomass_nATP10,FinalCH4_nATP10,GrowthRate_nATP15,FinalBiomass_nATP15,FinalCH4_nATP15
0,280,0.004771371769383759,1792246700.0,0.00015716624944785815,0.002400000000000002,752800.0,2.6407305772397423e-07,0.0,500.0,3.00006771848955e-08
1,281,0.004845482933132332,1379171836.0,0.00013563503012079854,0.0024324324324324345,124302.0,8.797804695817127e-08,0.0,500.0,3.00007624833857e-08
2,282,0.0049118594116683905,943997391.0,0.0001103756253857717,0.0024657534246575363,2112.0,3.328987377030816e-08,0.0,500.0,3.000085836932931e-08
3,283,0.004980079681274896,740130464.0,9.710631963227294e-05,0.0,500.0,3.0000966132059134e-08,0.0,500.0,3.0000966132059134e-08
4,284,0.005050221648616796,493590527.0,7.817667306872775e-05,0.0,500.0,3.000108721393881e-08,0.0,500.0,3.000108721393881e-08
5,285,0.005112184038625456,324428729.0,6.280197287892985e-05,0.0,500.0,3.000122322787388e-08,0.0,500.0,3.000122322787388e-08
6,286,0.005175983436852984,239277286.0,5.365833821004177e-05,0.0,500.0,3.000137597671748e-08,0.0,500.0,3.000137597671748e-08
7,287,0.005231341548477069,169242966.0,4.4846651792918585e-05,0.0,500.0,3.0001547474756115e-08,0.0,500.0,3.0001547474756115e-08
8,288,0.005107542137222526,109101830.0,3.580142094827331e-05,0.0,500.0,3.0001739971476195e-08,0.0,500.0,3.0001739971476195e-08
9,289,0.005214670606639968,85307179.0,3.158445783710903e-05,0.0,500.0,3.000195597782715e-08,0.0,500.0,3.000195597782715e-08
10,290,0.004953901197192822,57803116.0,2.590506128233654e-05,0.0,500.0,3.0002198295212293e-08,0.0,500.0,3.0002198295212293e-08
11,291,0.004136029411764691,30031748.0,1.8563715674713646e-05,0.0,500.0,3.000247004745406e-08,0.0,500.0,3.000247004745406e-08
12,292,0.0034971148802236712,15719082.0,1.3375355356275679e-05,0.0,500.0,3.000277471599599e-08,0.0,500.0,3.000277471599599e-08
13,293,0.003005409737527609,8168175.0,9.616998686460004e-06,0.0,500.0,3.000311617861776e-08,0.0,500.0,3.000311617861776e-08
14,294,0.00295081967213115,2775785.0,5.59452220979839e-06,0.0,500.0,3.0003498751954055e-08,0.0,500.0,3.0003498751954055e-08
15,295,0.0030000000000000027,47952.0,2.0582589719631278e-07,0.0,500.0,3.000392723811938e-08,0.0,500.0,3.000392723811938e-08
16,296,0.0,500.0,3.000440697575085e-08,0.0,500.0,3.000440697575085e-08,0.0,500.0,3.000440697575085e-08
17,297,0.0,500.0,3.000494389578708e-08,0.0,500.0,3.000494389578708e-08,0.0,500.0,3.000494389578708e-08
18,298,0.0,500.0,3.000554458230305e-08,0.0,500.0,3.000554458230305e-08,0.0,500.0,3.000554458230305e-08
19,299,0.0,500.0,3.0006216338716836e-08,0.0,500.0,3.0006216338716836e-08,0.0,500.0,3.0006216338716836e-08
20,300,0.0,500.0,3.000633387245014e-08,0.0,500.0,3.000633387245014e-08,0.0,500.0,3.000633387245014e-08
21,301,0.0,500.0,3.0007806308882996e-08,0.0,500.0,3.0007806308882996e-08,0.0,500.0,3.0007806308882996e-08
22,302,0.0,500.0,3.000874340318017e-08,0.0,500.0,3.000874340318017e-08,0.0,500.0,3.000874340318017e-08
23,303,0.0,500.0,3.000978950297871e-08,0.0,500.0,3.000978950297871e-08,0.0,500.0,3.000978950297871e-08
24,304,0.0,500.0,3.0010956709283806e-08,0.0,500.0,3.0010956709283806e-08,0.0,500.0,3.0010956709283806e-08
25,305,0.0,500.0,3.001225836729088e-08,0.0,500.0,3.001225836729088e-08,0.0,500.0,3.001225836729088e-08
26,306,0.0,500.0,3.001370917650398e-08,0.0,500.0,3.001370917650398e-08,0.0,500.0,3.001370917650398e-08
27,307,0.0,500.0,3.001532530714884e-08,0.0,500.0,3.001532530714884e-08,0.0,500.0,3.001532530714884e-08
28,308,0.0,500.0,3.0017124522463054e-08,0.0,500.0,3.0017124522463054e-08,0.0,500.0,3.0017124522463054e-08
29,309,0.0,500.0,3.001912630620245e-08,0.0,500.0,3.001912630620245e-08,0.0,500.0,3.001912630620245e-08
30,310,0.0,500.0,3.002135199439978e-08,0.0,500.0,3.002135199439978e-08,0.0,500.0,3.002135199439978e-08
31,311,0.0,500.0,3.002382491003421e-08,0.0,500.0,3.002382491003421e-08,0.0,500.0,3.002382491003421e-08
32,312,0.0,500.0,3.002657049880807e-08,0.0,500.0,3.002657049880807e-08,0.0,500.0,3.002657049880807e-08
33,313,0.0,500.0,3.002961646365923e-08,0.0,500.0,3.002961646365923e-08,0.0,500.0,3.0029616463659226e-08
34,314,0.0,500.0,3.003299289494594e-08,0.0,500.0,3.003299289494594e-08,0.0,500.0,3.0032992894945934e-08
35,315,0.0,500.0,3.003673239240142e-08,0.0,500.0,3.003673239240142e-08,0.0,500.0,3.0036732392401407e-08
36,316,0.0,500.0,3.004087017393977e-08,0.0,500.0,3.004087017393977e-08,0.0,500.0,3.004087017393976e-08
37,317,0.0,500.0,3.0045444165169596e-08,0.0,500.0,3.0045444165169596e-08,0.0,500.0,3.004544416516959e-08
38,318,0.0,500.0,3.005049506200031e-08,0.0,500.0,3.005049506200031e-08,0.0,500.0,3.0050495062000294e-08
39,319,0.0,500.0,3.0056066356958956e-08,0.0,500.0,3.0056066356958956e-08,0.0,500.0,3.005606635695893e-08
40,320,0.0,500.0,3.006220431772398e-08,0.0,500.0,3.006220431772398e-08,0.0,500.0,3.0062204317723945e-08
