,Temp,GrowthRate_nATP05,FinalBiomass_nATP05,FinalCH4_nATP05,GrowthRate_nATP10,FinalBiomass_nATP10,FinalCH4_nATP10,GrowthRate_nATP15,FinalBiomass_nATP15,FinalCH4_nATP15
0,280,0.003488372093023262,2403553870.0,0.00019234581966742946,0.003488372093023262,463359074.0,0.00019234581966742946,0.003488372093023262,253660395.0,3.844814235255057e-05
1,281,0.003587658454915008,1922647497.0,0.0001735984934068069,0.003587658454915008,390737834.0,0.0001735984934068069,0.003587658454915008,214444305.0,3.6431292705268346e-05
2,282,0.0034341969702750656,1412159797.0,0.0001505894798734253,0.0034341969702750656,314577425.0,0.0001505894798734253,0.0034341969702750656,174175768.0,3.361989141847928e-05
3,283,0.003434065934065922,1144600289.0,0.00013821884034366416,0.003434065934065922,263724678.0,0.00013821884034366416,0.003434065934065922,146556110.0,3.1826095946623113e-05
4,284,0.003535859508515397,838294633.0,0.0001208387839772044,0.003535859508515397,209095290.0,0.0001208387839772044,0.003535859508515397,117620365.0,2.9171041762097228e-05
5,285,0.0034608729090560082,619622186.0,0.00010641699071671581,0.0034608729090560082,165555223.0,0.00010641699071671581,0.0034608729090560082,94216401.0,2.6707448000844027e-05
6,286,0.003492229788720141,493324280.0,9.772232345822681e-05,0.003492229788720141,136208282.0,9.772232345822681e-05,0.003492229788720141,77968043.0,2.506781384836731e-05
7,287,0.003492162036318387,388193641.0,8.931531478533889e-05,0.003492162036318387,111109992.0,8.931531478533889e-05,0.003492162036318387,66429707.0,2.4072548799859848e-05
8,288,0.003457615397913998,298191795.0,8.068604024092646e-05,0.003457615397913998,89142710.0,8.068604024092646e-05,0.003457615397913998,51831268.0,2.1634304081374453e-05
9,289,0.003510003510003604,248746041.0,7.645776889544597e-05,0.003510003510003604,75213910.0,7.645776889544597e-05,0.003510003510003604,44703559.0,2.1001137383476585e-05
10,290,0.0035276825085742277,199146375.0,7.087256580551257e-05,0.0035276825085742277,61800336.0,7.087256580551257e-05,0.0035276825085742277,36210111.0,1.9456288515315556e-05
11,291,0.0034894540942926803,151491124.0,6.379570876698187e-05,0.0034894540942926803,49024185.0,6.379570876698187e-05,0.0034894540942926803,28990295.0,1.7844242527769075e-05
12,292,0.0035758984444843123,119491213.0,5.866918355788512e-05,0.0035758984444843123,39770122.0,5.866918355788512e-05,0.0035758984444843123,23669511.0,1.662906177074357e-05
13,293,0.0035842293906809546,96735942.0,5.483742425912388e-05,0.0035842293906809546,32814277.0,5.483742425912388e-05,0.0035842293906809546,19614204.0,1.5696663262061684e-05
14,294,0.0034962318390180653,77055527.0,5.0765236579007015e-05,0.0034962318390180653,26750342.0,5.0765236579007015e-05,0.0034962318390180653,16077785.0,1.4696219973794398e-05
15,295,0.0035169988276670945,60832707.0,4.674261439095596e-05,0.0035169988276670945,21643505.0,4.674261439095596e-05,0.0035169988276670945,13086523.0,1.366814706409126e-05
16,296,0.0034827025772000337,47369759.0,4.26530487603293e-05,0.0034827025772000337,17311217.0,4.26530487603293e-05,0.0034827025772000337,10537045.0,1.260440126996999e-05
17,297,0.003506721215663185,38977301.0,4.0328225016091186e-05,0.003506721215663185,14415135.0,4.0328225016091186e-05,0.003506721215663185,8800951.0,1.1990181344373073e-05
18,298,0.0034702139965297734,31645334.0,3.7788614464491656e-05,0.0034702139965297734,11878587.0,3.7788614464491656e-05,0.0034702139965297734,7282776.0,1.1318224951873647e-05
19,299,0.0034786641929500568,24065602.0,3.3890015255018984e-05,0.0034786641929500568,9296600.0,3.3890015255018984e-05,0.0034786641929500568,5740208.0,1.0248459436760177e-05
20,300,0.003600000000000003,20158084.0,3.24223970156029e-05,0.003600000000000003,7839725.0,3.24223970156029e-05,0.003600000000000003,4763500.0,9.692778962600408e-06
21,301,0.0035198873636044237,16296994.0,3.0310187032622072e-05,0.0035198873636044237,6426631.0,3.0310187032622072e-05,0.0035198873636044237,3990059.0,9.263279393537429e-06
22,302,0.003545121518887591,12713923.0,2.759119688021433e-05,0.003545121518887591,5115023.0,2.759119688021433e-05,0.003545121518887591,3166513.0,8.438996912407202e-06
23,303,0.003465003465003387,10573012.0,2.6309915206822235e-05,0.003465003465003387,4285150.0,2.6309915206822235e-05,0.003465003465003387,2664317.0,8.085516827544306e-06
24,304,0.0035294117647058855,8441120.0,2.4344903204536152e-05,0.0035294117647058855,3470236.0,2.4344903204536152e-05,0.0035294117647058855,2179372.0,7.5633096629437e-06
25,305,0.003600000000000003,6815130.0,2.269070694229225e-05,0.003600000000000003,2834724.0,2.269070694229225e-05,0.003600000000000003,1809348.0,7.1687755505042695e-06
