,Temp,GrowthRate_nATP05,FinalBiomass_nATP05,FinalCH4_nATP05,GrowthRate_nATP10,FinalBiomass_nATP10,FinalCH4_nATP10,GrowthRate_nATP15,FinalBiomass_nATP15,FinalCH4_nATP15
0,280,0.007086614173228334,123018.0,7.599510891357991e-08,0.007086614173228334,122990.0,7.599510891357991e-08,0.007086614173228334,123073.0,2.985890541523199e-07
1,281,0.007239382239382213,129992.0,9.896672919432831e-08,0.007239382239382213,129953.0,9.896672919432831e-08,0.007239382239382213,130015.0,3.5824029381156213e-07
2,282,0.007426968146558931,135501.0,1.3763369628529998e-07,0.007426968146558931,135448.0,1.3763369628529998e-07,0.007426968146558931,135395.0,4.2868896136510847e-07
3,283,0.008077544426494387,143626.0,1.7864763351603573e-07,0.008077544426494387,143553.0,1.7864763351603573e-07,0.008077544426494387,143480.0,5.180495788213822e-07
4,284,0.008380863694564106,149249.0,2.443767338150952e-07,0.008380863694564106,149151.0,2.443767338150952e-07,0.008380863694564106,149053.0,6.21085474570997e-07
5,285,0.00871670702179163,155043.0,3.2753636491288026e-07,0.00871670702179163,154910.0,3.2753636491288026e-07,0.00871670702179163,154778.0,7.44740419881591e-07
6,286,0.009590792838874646,163946.0,4.223984615604988e-07,0.009590792838874646,163764.0,4.223984615604988e-07,0.009590792838874646,163581.0,9.027665972067617e-07
7,287,0.010161454217003488,173006.0,5.448439345947675e-07,0.010161454217003488,172756.0,5.448439345947675e-07,0.010340073529411764,176023.0,1.1084197610743022e-06
8,288,0.010556256047854899,181265.0,7.034955279498458e-07,0.010556256047854899,180925.0,7.034955279498458e-07,0.010556256047854899,180584.0,1.3204492033667858e-06
9,289,0.011307100859339765,195176.0,8.90174835194351e-07,0.011307100859339765,194701.0,8.90174835194351e-07,0.011122645706658723,196548.0,1.6380837142591252e-06
10,290,0.012019230769230803,207689.0,1.1342139140415768e-06,0.012019230769230803,207032.0,1.1342139140415768e-06,0.012019230769230803,206372.0,1.983743485996134e-06
11,291,0.012511120996441319,216875.0,1.4475368984583934e-06,0.012511120996441319,215982.0,1.4475368984583934e-06,0.012511120996441319,215084.0,2.389286541702544e-06
12,292,0.013130252100840447,229466.0,1.8334039073760074e-06,0.013130252100840447,228237.0,1.8334039073760074e-06,0.013130252100840447,226998.0,2.9049717758155554e-06
13,293,0.014175907258064516,245513.0,2.317070901352006e-06,0.014175907258064516,243800.0,2.317070901352006e-06,0.014175907258064516,242069.0,3.5622655639655327e-06
14,294,0.014656389099989056,260941.0,2.922252084657709e-06,0.014656389099989056,258566.0,2.922252084657709e-06,0.014656389099989056,256157.0,4.34437027570934e-06
15,295,0.015734265734265618,276057.0,3.6731559263982154e-06,0.015734265734265618,272774.0,3.6731559263982154e-06,0.015734265734265618,269428.0,5.275434347834309e-06
16,296,0.01637306327885763,289658.0,4.590799554423239e-06,0.01637306327885763,285148.0,4.590799554423239e-06,0.01637306327885763,280508.0,6.355872187305832e-06
17,297,0.017904509283819564,312570.0,5.782667645661514e-06,0.017904509283819564,306180.0,5.782667645661514e-06,0.017904509283819564,299508.0,7.831188743877081e-06
