,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
0,Methanobacterium_alcaliphilum,0.8984375,2.9280945325673743e-13,3.2590965232054254e-13,3.309916496768499e-14,4032_220420,Methanobacterium_alcaliphilum85_220420,310.0,8.6
1,Methanobacterium_arcticum,0.93359375,4.448159619289513e-14,4.764555910201319e-14,3.1639223339410453e-15,4040_220420,Methanobacterium_arcticum86_220420,310.0,7.0
2,Methanobacterium_bryantii,0.828125,7.564445733129765e-14,9.134425036232169e-14,1.5699703065683457e-14,4046_220420,Methanobacterium_bryantii69_220420,310.0,6.95
3,Methanobacterium_congolense,0.9775390625,5.855433795049814e-13,5.98997423189911e-13,1.3446570672313558e-14,4056_220420,Methanobacterium_congolense92_220420,312.5,7.2
4,Methanobacterium_espanolae,0.91015625,3.132814238463694e-13,3.4420619959086077e-13,3.091756419960569e-14,4064_220420,Methanobacterium_espanolae89_220420,308.0,5.9
5,Methanobacterium_ferruginis,0.9873046875,9.57299420635977e-14,9.696089087351538e-14,1.2307263626254944e-15,4074_220420,Methanobacterium_ferruginis106_220420,313.0,6.75
6,Methanobacterium_kanagiense,0.966796875,6.580336095738952e-14,6.806327436400695e-14,2.2598413182820702e-15,4083_220420,Methanobacterium_kanagiense85_220420,313.0,8.0
7,Methanobacterium_movens,0.95703125,4.913289870706424e-14,5.1338865587789577e-14,2.205880919620072e-15,4091_220420,Methanobacterium_movens92_220420,309.5,7.5
8,Methanobacterium_palustre,0.9609375,1.0266859247100549e-13,1.0684211249015206e-13,4.1734559317144745e-15,4098_220420,Methanobacterium_palustre82_220420,308.0,7.0
9,Methanobacterium_petrolearium,0.970703125,2.209298480621998e-14,2.2759775092121992e-14,6.66765915146938e-16,4107_220420,Methanobacterium_petrolearium94_220420,308.0,6.5
10,Methanobacterium_thermaggregans,0.98974609375,2.841002095667704e-12,2.8704352698211435e-12,2.941024655902827e-14,4118_220420,Methanobacterium_thermaggregans108_220420,338.0,7.25
