,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
11,Methanobacterium_veterum,0.94921875,4.4518819511857246e-14,4.6900484753232326e-14,2.3815988851784014e-15,4126_220420,Methanobacterium_veterum76_220420,301.0,7.1
12,Methanobrevibacter_acididurans,0.99755859375,1.236127472706084e-13,1.239152747969682e-13,3.0188159496223806e-16,4137_220420,Methanobrevibacter_acididurans98_220420,308.0,6.0
13,Methanobrevibacter_arboriphilus,0.958984375,9.702597071309768e-14,1.0117575764787374e-13,4.149279396845754e-15,4146_220420,Methanobrevibacter_arboriphilus94_220420,306.5,7.75
14,Methanobrevibacter_curvatus,0.9833984375,1.9790125318966106e-14,2.01242187950559e-14,3.3405286864379226e-16,4156_220420,Methanobrevibacter_curvatus102_220420,303.0,7.1
15,Methanobrevibacter_cuticularis,0.984130859375,2.7745657101521316e-14,2.8193056682667157e-14,4.473303769585005e-16,4168_220420,Methanobrevibacter_cuticularis115_220420,310.0,7.7
16,Methanobrevibacter_filiformis,0.982421875,2.4695979978601362e-14,2.5137856359928225e-14,4.4181035924557727e-16,4177_220420,Methanobrevibacter_filiformis99_220420,303.0,7.1
17,Methanobrevibacter_oralis,0.9931640625,1.478733259417892e-13,1.4889113644483004e-13,1.0175747255549098e-15,4187_220420,Methanobrevibacter_oralis111_220420,309.0,7.15
18,Methanocaldococcus_fervens,0.99609375,3.274543491332146e-10,3.2873848383569776e-10,1.2559996081268892e-12,4195_220420,Methanocaldococcus_fervens91_220420,358.0,6.5
19,Methanocaldococcus_indicus,0.986328125,1.4001118782602836e-10,1.4195193696421093e-10,1.9334344417679724e-12,4204_220420,Methanocaldococcus_indicus96_220420,358.0,6.5
20,Methanocaldococcus_infernus,0.98583984375,1.339233393857439e-10,1.3584695347300818e-10,1.9169337983757175e-12,4215_220420,Methanocaldococcus_infernus101_220420,358.0,6.5
21,Methanocaldococcus_jannaschii,0.994873046875,1.8984745443540452e-10,1.9082580941531703e-10,9.735654455654244e-13,4227_220420,Methanocaldococcus_jannaschii216_220420,358.0,6.0
22,Methanocaldococcus_villosus,0.99169921875,6.534533065733514e-11,6.589228812714051e-11,5.454992846497216e-13,4238_220420,Methanocaldococcus_villosus99_220420,353.0,6.5
23,Methanocaldococcus_vulcanius,0.98046875,6.460527606091849e-11,6.589223375137504e-11,1.2846969422024045e-12,4246_220420,Methanocaldococcus_vulcanius85_220420,353.0,6.5
24,Methanocella_conradii,0.997802734375,8.70833856764982e-13,8.727515236871461e-13,1.9113806137823374e-15,4258_220420,Methanocella_conradii102_220420,325.5,6.8
25,Methanocorpusculum_labreanum,0.9609375,3.8097684960710184e-13,3.9646371341226857e-13,1.5485153888814196e-14,4265_220420,Methanocorpusculum_labreanum83_220420,310.0,7.0
26,Methanocorpusculum_parvum,0.98095703125,5.233113994306506e-13,5.334702568611112e-13,1.0158215265906795e-14,4276_220420,Methanocorpusculum_parvum100_220420,310.0,7.15
27,Methanoculleus_chikugoensis,0.671875,1.0429073871503658e-14,1.552234250642405e-14,5.093263837662062e-15,4282_220420,Methanoculleus_chikugoensis67_220420,298.0,6.95
28,Methanoculleus_horonobensis,0.974609375,6.897259980058852e-13,7.076948115811888e-13,1.7966146095459422e-14,4291_220420,Methanoculleus_horonobensis85_220420,312.5,6.75
29,Methanoculleus_hydrogenitrophicus,0.8515625,5.767956518554045e-14,6.773380131879979e-14,1.0053989361405868e-14,4298_220420,Methanoculleus_hydrogenitrophicus83_220420,310.0,6.6
30,Methanoculleus_palmolei,0.859375,1.5830919333142922e-13,1.8421433405839037e-13,2.5905023159724366e-14,4304_220420,Methanoculleus_palmolei78_220420,313.0,7.2
31,Methanofollis_liminatans,0.9296875,4.427406070636784e-13,4.762251907911835e-13,3.348397109254799e-14,4311_220420,Methanofollis_liminatans86_220420,313.0,7.0
32,Methanofollis_tationis,0.15625,3.1010502608757406e-14,1.984672166960474e-13,1.6745668905692048e-13,4316_220420,Methanofollis_tationis75_220420,311.5,7.0
33,Methanogenium_frigidum,0.1875,1.2676896125965595e-15,6.7610112671816504e-15,5.493320267677047e-15,4320_220420,Methanogenium_frigidum63_220420,288.0,7.7
34,Methanolacinia_paynteri,0.99169921875,1.4564670720980205e-12,1.468658081564129e-12,1.2179777622032887e-14,4331_220420,Methanolacinia_paynteri109_220420,313.0,7.0
35,Methanolinea_mesophila,0.9736328125,3.952727645655102e-14,4.059772426430115e-14,1.0703946151747384e-15,4341_220420,Methanolinea_mesophila88_220420,310.0,7.0
36,Methanoplanus_endosymbiosus,0.9833984375,6.735518176690794e-13,6.849226030716359e-13,1.1361225908219041e-14,4351_220420,Methanoplanus_endosymbiosus96_220420,305.0,7.0
37,Methanopyrus_kandleri,0.99365234375,5.166684273282347e-11,5.1996901187627746e-11,3.293085286724689e-13,4362_220420,Methanopyrus_kandleri89_220420,371.0,6.5
38,Methanoregula_boonei,0.98876953125,2.010720651296656e-14,2.033558466101507e-14,2.2833496675753955e-16,4373_220420,Methanoregula_boonei107_220420,309.0,5.1
39,Methanosarcina_soligelidi,0.0,0.0,2.4976542317535328e-15,2.4952151148236115e-15,4383_220420,Methanosarcina_soligelidi71_220420,301.0,7.8
40,Methanosarcina_spelaei,0.0,0.0,2.520173118199371e-15,2.5177120049171736e-15,4393_220420,Methanosarcina_spelaei93_220420,306.0,6.5
41,Methanosphaerula_palustris,0.98828125,8.918810731446952e-14,9.024567380436442e-14,1.0567445715438576e-15,4401_220420,Methanosphaerula_palustris94_220420,303.0,5.5
42,Methanospirillum_psychrodurum,0.8359375,2.4365791182066853e-13,2.914786234864072e-13,4.7819816891670175e-14,4408_220420,Methanospirillum_psychrodurum73_220420,298.0,7.0
43,Methanothermobacter_tenebrarum,0.93359375,2.311274890429132e-13,2.4756751964429196e-13,1.6439655723680572e-14,4416_220420,Methanothermobacter_tenebrarum94_220420,343.0,7.300000000000001
44,Methanothermobacter_thermautotrophicus,0.75,9.304794948422758e-13,1.2406393264563679e-12,3.101413160599697e-13,4418_220420,Methanothermobacter_thermautotrophicus63_220420,340.5,7.4
45,Methanothermococcus_okinawensis,0.9970703125,1.398722715752154e-10,1.4028325768170476e-10,4.0777957601695607e-13,4428_220420,Methanothermococcus_okinawensis98_220420,335.5,6.5
46,Methanothermus_fervidus,0.99755859375,4.492743098021181e-12,4.503738553473998e-12,1.0947196890465216e-14,4439_220420,Methanothermus_fervidus101_220420,356.0,6.5
47,Methanotorris_formicicus,0.99755859375,1.417077234093888e-10,1.420545362420109e-10,3.435178525966893e-13,4450_220420,Methanotorris_formicicus94_220420,348.0,6.7
48,Methanocaldococcus_jannaschii,0.997802734375,8.655715373668808e-11,8.674776161132233e-11,1.8645230912401644e-13,4462_220420,Methanocaldococcus_jannaschii229_220420,355.0,6.8
