,E,PS,PT,PG,SimID
0,0.1,7.790837394671034e-10,7.783229155027801e-10,7.409800406353482e-13,25794_250420
1,0.5,7.790011846430683e-10,7.774796979543122e-10,6.584252166001154e-13,25804_250420
2,1.0,7.790165205702771e-10,7.771146247681036e-10,1.8150261869563822e-12,25815_250420
3,1.5,7.790163988931526e-10,7.761635556354872e-10,2.7659587124545565e-12,25827_250420
4,2.0,7.790163469905194e-10,7.752125562337297e-10,3.716961012444109e-12,25837_250420
5,2.5,7.790163028818951e-10,7.742615647051257e-10,4.667971106442554e-12,25849_250420
6,3.0,7.79016284714197e-10,7.733105990351379e-10,5.6190071413672534e-12,25860_250420
7,3.5,7.790170474276868e-10,7.725505973269687e-10,6.380613216955308e-12,25871_250420
8,4.0,7.790162509826052e-10,7.714086704066032e-10,7.521081815020921e-12,25880_250420
9,4.5,7.790168424776913e-10,7.706484974901379e-10,8.282516672205339e-12,25890_250420
10,5.0,7.790162380051657e-10,7.695067624435792e-10,9.423177242827094e-12,25901_250420
11,5.5,7.79015745085469e-10,7.683651391956285e-10,1.0563949366277614e-11,25910_250420
12,6.0,7.790162354048109e-10,7.676048647689982e-10,1.1325283047717674e-11,25920_250420
13,6.5,7.790166346404273e-10,7.668444997241706e-10,1.2086525645432388e-11,25926_250420
14,7.0,7.790169903436279e-10,7.660840910898762e-10,1.2847724710731122e-11,25936_250420
15,7.5,7.790158462632453e-10,7.645614506782827e-10,1.436826735454492e-11,25946_250420
16,8.0,7.790162120554805e-10,7.638010516637719e-10,1.5129476508878358e-11,25954_250420
17,8.5,7.790165181844618e-10,7.63040593495132e-10,1.5890625999957916e-11,25964_250420
18,9.0,7.790168139274233e-10,7.622801245657012e-10,1.6651765105017577e-11,25973_250420
19,9.5,7.790159214922345e-10,7.607577358322603e-10,1.8172559394025237e-11,25980_250420
20,10.0,7.790162016281772e-10,7.599972513931143e-10,1.8933682892066236e-11,25990_250420
