,E,PS,PT,PG,SimID
0,0.1,1.6601851573619115e-11,1.655929311621604e-11,4.2245889895977486e-14,2170_240420
1,2.0,1.6601852231228626e-11,1.575878942261155e-11,8.427659753687393e-13,2178_240420
2,4.0,1.6601852220622465e-11,1.4915726604465496e-11,1.6858446533476778e-12,2185_240420
3,6.0,1.6601849844994277e-11,1.4007810806713921e-11,2.5937731731188236e-12,2190_240420
4,8.0,1.6601852221691383e-11,1.322960098916032e-11,3.3720020315867876e-12,2196_240420
5,10.0,1.6601848027178463e-11,1.2191982144959185e-11,4.40963314610168e-12,2202_240420
6,12.0,1.66018499146926e-11,1.1413771816351162e-11,5.187861515386674e-12,2206_240420
7,14.0,1.6601847302534022e-11,1.0376154564083763e-11,6.2254942122559086e-12,2209_240420
8,16.0,1.6601852221688148e-11,9.857349756627338e-12,6.744316785923939e-12,2214_240420
9,18.0,1.6601849905173185e-11,8.819732762123255e-12,7.781949778436788e-12,2219_240420
10,20.0,1.6601848027175772e-11,7.782116262738643e-12,8.819583209467186e-12,2224_240420
11,22.0,1.6601849056733485e-11,7.003905070809439e-12,9.597810720795759e-12,2230_240420
12,24.0,1.6601849904245657e-11,6.2256937140921216e-12,1.0376038050078789e-11,2233_240420
13,26.0,1.6601850639183974e-11,5.447482240982241e-12,1.1154265266787965e-11,2239_240420
14,28.0,1.6601847302532103e-11,4.150461825633026e-12,1.2451306066420857e-11,2241_240420
15,30.0,1.660184990433199e-11,3.631654666572623e-12,1.297012632273465e-11,2246_240420
16,32.0,1.660185222084536e-11,3.112847291408505e-12,1.3488946293761928e-11,2250_240420
17,34.0,1.660185103001528e-11,2.07523137875191e-12,1.4526580411959658e-11,2253_240420
18,36.0,1.6601849905171738e-11,1.0376156190732336e-12,1.5564214596143925e-11,2257_240420
19,38.0,1.6601851125398427e-11,3.8910588575152567e-13,1.6212737884512997e-11,2264_240420
20,40.0,1.6601853604609393e-11,0.0,1.6585640552905834e-11,2274_240420
