,E,PS,PT,PG,SimID
0,0.1,5.2155136769514725e-12,5.2053271268011764e-12,5.017059184789354e-15,11138_250420
1,0.5,5.215554031662043e-12,5.167167544063616e-12,4.8350885303978653e-14,11149_250420
2,1.0,5.215554029453216e-12,5.118781054297346e-12,9.673770408125474e-14,11159_250420
3,1.5,5.215554199641159e-12,5.0729413894947206e-12,1.4257802046655853e-13,11167_250420
4,2.0,5.215554029450335e-12,5.022008079138701e-12,1.9351134605058007e-13,11176_250420
5,2.5,5.215553926672363e-12,4.9710748363595955e-12,2.4444473904745265e-13,11182_250420
6,3.0,5.215554199480744e-12,4.93032857919664e-12,2.851918084757109e-13,11189_250420
7,3.5,5.215554398541311e-12,4.889582248632479e-12,3.2593880415615363e-13,11193_250420
8,4.0,5.2155540294488995e-12,4.828462128825739e-12,3.8705862999355656e-13,11201_250420
9,4.5,5.215553734404414e-12,4.767342085354034e-12,4.4817852987888606e-13,11208_250420
10,5.0,5.2155539266712035e-12,4.726595746045778e-12,4.889255187655515e-13,11213_250420
11,5.5,5.215554078067503e-12,4.685849367013773e-12,5.296724667817278e-13,11220_250420
12,6.0,5.215554199638303e-12,4.6451029590528635e-12,5.704193849724036e-13,11226_250420
13,6.5,5.215553666745807e-12,4.563609458402581e-12,6.519124453196598e-13,11229_250420
14,7.0,5.21555439854051e-12,4.563610098722946e-12,6.519131771143634e-13,11232_250420
15,7.5,5.215553926670817e-12,4.482116655732734e-12,7.334062984844228e-13,11238_250420
16,8.0,5.215554029448175e-12,4.441370228201961e-12,7.741531978816567e-13,11245_250420
17,8.5,5.21555412116919e-12,4.400623789736504e-12,8.14900086222549e-13,11250_250420
18,9.0,5.215553733302188e-12,4.319130435390874e-12,8.96393291595299e-13,11256_250420
19,9.5,5.215554278078291e-12,4.3191308865335846e-12,8.963938363714029e-13,11262_250420
20,10.0,5.215553926670623e-12,4.237637565419881e-12,9.778870782034869e-13,11266_250420
