,E,PS,PT,PG,SimID
0,0.1,2.8181324839876227e-11,2.8126283189798343e-11,2.693627697983553e-14,15722_250420
1,0.5,2.81813074816923e-11,2.8029943037210554e-11,1.5076520279691788e-13,15733_250420
2,1.0,2.818130735582779e-11,2.787857846821636e-11,3.0213275737808853e-13,15743_250420
3,1.5,2.8181307206910808e-11,2.7727213877893202e-11,4.535002889067849e-13,15754_250420
4,2.0,2.8181307283922412e-11,2.757584951024439e-11,6.048680463640677e-13,15763_250420
5,2.5,2.8181303959333885e-11,2.741072142919585e-11,7.699931004435572e-13,15771_250420
6,3.0,2.818130726593599e-11,2.72731206059986e-11,9.076033892690048e-13,15781_250420
7,3.5,2.81813098174793e-11,2.7135519023471277e-11,1.04521292303566e-12,15790_250420
8,4.0,2.8181307246401913e-11,2.6970391700658082e-11,1.2103387306262868e-12,15798_250420
9,4.5,2.818130548673114e-11,2.6805265179761846e-11,1.3754653496235306e-12,15807_250420
10,5.0,2.8181303923392548e-11,2.664013886508202e-11,1.5405921649529498e-12,15814_250420
11,5.5,2.8181308865147358e-11,2.653006029883013e-11,1.6506826924864363e-12,15822_250420
12,6.0,2.8181307247949568e-11,2.636493392923407e-11,1.8158094539566585e-12,15831_250420
13,6.5,2.818130602468713e-11,2.6199807944826316e-11,1.980936609362233e-12,15838_250420
14,7.0,2.818130981744496e-11,2.608972822943147e-11,2.0910259878987434e-12,15846_250420
15,7.5,2.818130392337625e-11,2.586955633591179e-11,2.3111912653873845e-12,15854_250420
16,8.0,2.8181307105766672e-11,2.575947602636485e-11,2.4212800335564826e-12,15861_250420
17,8.5,2.8181310266843855e-11,2.56493956725571e-11,2.5313687804123417e-12,15869_250420
18,9.0,2.818130548545877e-11,2.5429224871644437e-11,2.7515351705846087e-12,15877_250420
19,9.5,2.818130828999337e-11,2.5319144166790918e-11,2.8616235608978833e-12,15884_250420
20,10.0,2.8181303923368036e-11,2.5098973806749656e-11,3.0817903658299033e-12,15890_250420
