,E,PS,PT,PG,SimID
0,0.1,4.8678505966729205e-12,4.8583430759762935e-12,9.474213015732343e-15,10996_250420
1,0.5,4.86785059046468e-12,4.8203129870421735e-12,4.750455031948632e-14,11005_250420
2,1.0,4.8678505863473655e-12,4.772775379582768e-12,9.504247559216365e-14,11013_250420
3,1.5,4.867850586345711e-12,4.725237776198864e-12,1.4258040498050138e-13,11022_250420
4,2.0,4.867850586184391e-12,4.677700172661563e-12,1.901183342091735e-13,11029_250420
5,2.5,4.867850227401758e-12,4.620654708041513e-12,2.471634906945304e-13,11037_250420
6,3.0,4.8678505708280605e-12,4.582624951443604e-12,2.8519417763282633e-13,11045_250420
7,3.5,4.867850331574347e-12,4.525579605135526e-12,3.4223945364710374e-13,11052_250420
8,4.0,4.867850586343636e-12,4.487549759285539e-12,3.802700519283862e-13,11058_250420
9,4.5,4.867850788486884e-12,4.449519861351293e-12,4.183005975836285e-13,11065_250420
10,5.0,4.867850227400742e-12,4.373459188680354e-12,4.943607235214734e-13,11072_250420
11,5.5,4.867850425433759e-12,4.335429285151942e-12,5.323912650664843e-13,11078_250420
12,6.0,4.867850586343223e-12,4.297399345756127e-12,5.704217694879418e-13,11085_250420
13,6.5,4.867850726605723e-12,4.259369385780008e-12,6.084522532624358e-13,11088_250420
14,7.0,4.86785033157363e-12,4.1833088786960886e-12,6.845125452543292e-13,11094_250420
15,7.5,4.867850465670164e-12,4.145278912172249e-12,7.225430228628563e-13,11101_250420
16,8.0,4.867850586343017e-12,4.10724893222692e-12,7.605734870477038e-13,11106_250420
17,8.5,4.867850264550081e-12,4.031188500330536e-12,8.366338522787547e-13,11112_250420
18,9.0,4.8678507874582635e-12,4.0311889333638745e-12,8.366343751869376e-13,11118_250420
19,9.5,4.8678504914538365e-12,3.9551285243062425e-12,9.126947662064981e-13,11122_250420
20,10.0,4.8678502274002316e-12,3.87906814995956e-12,9.887551891768807e-13,11128_250420
