,E,PS,PT,PG,SimID
0,0.1,1.35493014466721e-10,1.3536069706978085e-10,1.298301010044662e-13,19978_250420
1,0.5,1.354904394357481e-10,1.3519273095065977e-10,2.92654855424643e-13,19990_250420
2,1.0,1.354904355108736e-10,1.3489501855794496e-10,5.903705442577691e-13,20001_250420
3,1.5,1.354903840347006e-10,1.3456418023758838e-10,9.211186388709574e-13,20011_250420
4,2.0,1.3549043456765403e-10,1.3429960067008675e-10,1.1858088284533723e-12,20021_250420
5,2.5,1.3549034260222814e-10,1.3390256514985827e-10,1.5826763479709312e-12,20029_250420
6,3.0,1.3549038324904494e-10,1.336379756655619e-10,1.8473566514167043e-12,20038_250420
7,3.5,1.354904119685621e-10,1.333733742815533e-10,2.112025027562794e-12,20044_250420
8,4.0,1.3549043315522148e-10,1.3310876538491485e-10,2.376685870851162e-12,20053_250420
9,4.5,1.354903145098404e-10,1.3257938978404304e-10,2.905846538728011e-12,20062_250420
10,5.0,1.35490342130816e-10,1.32314787237125e-10,3.1705138163325885e-12,20069_250420
11,5.5,1.3549036363198395e-10,1.3205017861789062e-10,3.4351749741294868e-12,20078_250420
12,6.0,1.3549038230739962e-10,1.3178556716618167e-10,3.6998333061741325e-12,20086_250420
13,6.5,1.354903975306194e-10,1.3152095229046453e-10,3.964488186022906e-12,20095_250420
14,7.0,1.3549041134065402e-10,1.312563359862586e-10,4.229141652686457e-12,20100_250420
15,7.5,1.3549034181687236e-10,1.3072700948737295e-10,4.758351442162759e-12,20108_250420
16,8.0,1.3549043299203164e-10,1.3072709745715553e-10,4.7584426173220384e-12,20116_250420
17,8.5,1.3549037037983543e-10,1.301977777868731e-10,5.287659318383744e-12,20123_250420
18,9.0,1.354903143428893e-10,1.2966846489846827e-10,5.8168825946955444e-12,20131_250420
19,9.5,1.3549039329248629e-10,1.2966854045569976e-10,5.816961544292527e-12,20139_250420
20,10.0,1.3549034133817284e-10,1.2913923158794598e-10,6.3461889032370306e-12,20145_250420
