,E,PS,PT,PG,SimID
0,0.1,7.57935454224486e-14,7.483132267782768e-14,9.621614608832873e-16,3204_240420
1,0.5,7.57935456996857e-14,7.105644909345535e-14,4.737038673866997e-15,3208_240420
2,1.0,7.579354569968492e-14,6.63193524872243e-14,9.474139142254139e-15,3211_240420
3,1.5,7.579354569855808e-14,6.158225588007844e-14,1.42112396095152e-14,3215_240420
4,2.0,7.579354569968451e-14,5.684515927476338e-14,1.8948340079029543e-14,3217_240420
5,2.5,7.579354569703137e-14,5.210806266670907e-14,2.3685440544764324e-14,3221_240420
6,3.0,7.579354569968446e-14,4.7370966062302783e-14,2.8422541015805324e-14,3224_240420
7,3.5,7.579354569968442e-14,4.2633869456072487e-14,3.315964148419319e-14,3228_240420
8,4.0,7.57935456983086e-14,3.78967728491543e-14,3.789674195120529e-14,3229_240420
9,4.5,7.579354569968432e-14,3.315967624361189e-14,4.2633842420968926e-14,3233_240420
10,5.0,7.57935454695465e-14,2.842257955107994e-14,4.737094265921903e-14,3236_240420
11,5.5,7.579354569968429e-14,2.368548303115134e-14,5.2108043357744726e-14,3240_240420
12,6.0,7.579354551600692e-14,1.894838637900173e-14,5.684514364245527e-14,3242_240420
13,6.5,7.579354569827921e-14,1.4211289818427354e-14,6.158224429311547e-14,3246_240420
14,7.0,7.579354569736201e-14,9.474193212170251e-15,6.631934476058619e-14,3249_240420
15,7.5,7.579354569829384e-14,4.737096606143365e-15,7.105644522990593e-14,3253_240420
16,8.0,7.579354582426353e-14,5.921370767520588e-16,7.520140826571503e-14,3260_240420
17,8.5,7.579353064408305e-14,0.0,7.571951344926449e-14,3270_240420
