,E,PS,PT,PG,SimID
0,0.1,4.848410323417431e-14,4.782123463526958e-14,6.628403284099938e-16,2691_240420
1,0.5,4.8484103480458674e-14,4.526445598370947e-14,3.2196209676758145e-15,2699_240420
2,1.0,4.848410348083234e-14,4.204480848728429e-14,6.439270351803912e-15,2706_240420
3,1.5,4.8484103310818554e-14,3.8635769825808535e-14,9.848310705765401e-15,2712_240420
4,2.0,4.84841034814888e-14,3.560551349421834e-14,1.2878569119969231e-14,2718_240420
5,2.5,4.848410343004096e-14,3.257525699205877e-14,1.5908827312054967e-14,2724_240420
6,3.0,4.848410330939003e-14,2.878743633995033e-14,1.969664999582101e-14,2729_240420
7,3.5,4.848410341177784e-14,2.5757179937506977e-14,2.2726908341742404e-14,2734_240420
8,4.0,4.84841034793169e-14,2.2726923505929798e-14,2.5757166652815046e-14,2739_240420
9,4.5,4.8484103087610184e-14,1.818153865785382e-14,3.0302553626408705e-14,2742_240420
10,5.0,4.848410358421893e-14,1.6666410607075258e-14,3.181768324478424e-14,2747_240420
11,5.5,4.8484103254985156e-14,1.2121025813746289e-14,3.636307028085084e-14,2749_240420
12,6.0,4.848410331081847e-14,9.090769370778463e-15,3.939332858021773e-14,2753_240420
13,6.5,4.8484103363929144e-14,6.060512920491143e-15,4.242358687686198e-14,2756_240420
14,7.0,4.84841034117778e-14,3.0302564632361124e-15,4.5453845168244215e-14,2760_240420
15,7.5,4.848410371317399e-14,1.5151282410366872e-15,4.69689745914072e-14,2765_240420
16,8.0,4.848410398143424e-14,0.0,4.8436756196379024e-14,2775_240420
