,E,PS,PT,PG,SimID
0,0.1,8.123045716010123e-12,8.10718039234604e-12,7.769099962298765e-15,12392_250420
1,0.5,8.123114103595965e-12,8.053702728199027e-12,6.931685585153272e-14,12404_250420
2,1.0,8.123114101236856e-12,7.984291350483297e-12,1.3872904351238367e-13,12415_250420
3,1.5,8.123133873062567e-12,7.912916053105381e-12,2.101442107871975e-13,12426_250420
4,2.0,8.123114098417149e-12,7.845468597006406e-12,2.7755342073259614e-13,12436_250420
5,2.5,8.123133953188196e-12,7.774093041137141e-12,3.4896867095274296e-13,12444_250420
6,3.0,8.123133873406356e-12,7.702698233474192e-12,4.2036398662000455e-13,12454_250420
7,3.5,8.123133838155266e-12,7.631303469048208e-12,4.91759346818016e-13,12463_250420
8,4.0,8.123114098411763e-12,7.567823095590646e-12,5.552021808070463e-13,12472_250420
9,4.5,8.123133751359574e-12,7.488513927034608e-12,6.345500509205263e-13,12478_250420
10,5.0,8.12313395318549e-12,7.425052129083613e-12,6.980128264789769e-13,12485_250420
11,5.5,8.123114185653888e-12,7.361572230748836e-12,7.614556326799082e-13,12490_250420
12,6.0,8.123133873404093e-12,7.282262593539998e-12,8.408035375957815e-13,12499_250420
13,6.5,8.123133675976017e-12,7.202934939244359e-12,9.201315573333733e-13,12507_250420
14,7.0,8.123133835812503e-12,7.139473097882083e-12,9.835942909023939e-13,12515_250420
15,7.5,8.123133953184597e-12,7.0760112170318945e-12,1.047056982007022e-12,12523_250420
16,8.0,8.123114097953598e-12,7.012532092374005e-12,1.1104997005085577e-12,12531_250420
17,8.5,8.123133609935764e-12,6.917355964710923e-12,1.205713073089524e-12,12538_250420
18,9.0,8.12313374901725e-12,6.8538941007333044e-12,1.2691757859035439e-12,12543_250420
19,9.5,8.123133852285004e-12,6.790432204644495e-12,1.332638462903833e-12,12550_250420
20,10.0,8.123133952664704e-12,6.726970304550458e-12,1.3961011370160674e-12,12556_250420
