,E,PS,PT,PG,SimID
0,0.1,3.824739885785448e-12,3.815402141923667e-12,9.311717279596654e-15,10599_250420
1,0.5,3.8247395955461335e-12,3.7761833311495516e-12,4.8530218787038846e-14,10609_250420
2,1.0,3.8247395955006136e-12,3.7276270667086056e-12,9.708681804702624e-14,10618_250420
3,1.5,3.82473939084075e-12,3.675335508386033e-12,1.4937833571617048e-13,10625_250420
4,2.0,3.8247395956777594e-12,3.6305145380847483e-12,1.9420001683518733e-13,10633_250420
5,2.5,3.824739707510849e-12,3.5856934757914206e-12,2.3902160495028377e-13,10637_250420
6,3.0,3.824739405242421e-12,3.525931639207857e-12,2.9878327105786585e-13,10643_250420
7,3.5,3.8247398339316535e-12,3.496051254453152e-12,3.286646839351024e-13,10650_250420
8,4.0,3.82473959567698e-12,3.4362894804910367e-12,3.8842641405643846e-13,10657_250420
9,4.5,3.824739904433003e-12,3.406408977385643e-12,4.1830770700046597e-13,10663_250420
10,5.0,3.8247397075102365e-12,3.346647244071457e-12,4.780694784537094e-13,10666_250420
11,5.5,3.824739546237687e-12,3.2868855475480123e-12,5.378312855571697e-13,10672_250420
12,6.0,3.824739404316908e-12,3.227123872392391e-12,5.975931120123996e-13,10677_250420
13,6.5,3.824739641051131e-12,3.1972432936911796e-12,6.27474332934627e-13,10684_250420
14,7.0,3.824739833931218e-12,3.16736267497429e-12,6.573555100027188e-13,10690_250420
15,7.5,3.82473970751003e-12,3.107601012351899e-12,7.171173519575399e-13,10694_250420
16,8.0,3.824739595557642e-12,3.047839365209996e-12,7.768792083811619e-13,10700_250420
17,8.5,3.824739493576231e-12,2.9880777293564305e-12,8.366410747757603e-13,10705_250420
18,9.0,3.824739903624899e-12,2.9880780497069523e-12,8.366414848244281e-13,10710_250420
19,9.5,3.8247398039363825e-12,2.928316412388793e-12,8.964033535119211e-13,10716_250420
20,10.0,3.8247397075099255e-12,2.868554780632444e-12,9.561652254614735e-13,10718_250420
