,E,PS,PT,PG,SimID
0,0.1,1.7850772732272655e-12,1.7785401250098804e-12,6.531147373426167e-15,2078_240420
1,2.0,1.785077250268112e-12,1.6525910480997756e-12,1.324806050248486e-13,2086_240420
2,4.0,1.7850772503217738e-12,1.5201048459771355e-12,2.649672559629912e-13,2093_240420
3,6.0,1.7850772196630054e-12,1.3806456620831057e-12,4.044268578142028e-13,2100_240420
4,8.0,1.7850772503217162e-12,1.2551324416324567e-12,5.299405577318958e-13,2106_240420
5,10.0,1.7850772318532398e-12,1.115673269908275e-12,6.694001717733993e-13,2109_240420
6,12.0,1.7850772196121469e-12,9.762141044753927e-13,8.088597920422865e-13,2115_240420
7,14.0,1.785077210798068e-12,8.367549425615944e-13,9.483194157381875e-13,2120_240420
8,16.0,1.7850772503216884e-12,7.251876329431859e-13,1.059887161269792e-12,2125_240420
9,18.0,1.785077240714308e-12,5.857284696093823e-13,1.1993467841723918e-12,2131_240420
10,20.0,1.7850772318532155e-12,4.462693079633039e-13,1.3388064078212792e-12,2133_240420
11,22.0,1.7850772586327662e-12,3.3470198599364363e-13,1.4503741406088141e-12,2137_240420
12,24.0,1.785077219662948e-12,1.6735098934340138e-13,1.617725660650972e-12,2142_240420
13,26.0,1.785077242568825e-12,5.578366383027578e-14,1.729293389564833e-12,2147_240420
14,28.0,1.7850773168092028e-12,0.0,1.7833340714028282e-12,2157_240420
