,E,PS,PT,PG,SimID
0,0.1,2.561926402177427e-11,2.556922639673174e-11,2.4365328231840272e-14,15563_250420
1,0.5,2.561937187540727e-11,2.5469258368324807e-11,1.4957043843151943e-13,15572_250420
2,1.0,2.5619371687937578e-11,2.531914467596956e-11,2.9968695884184137e-13,15580_250420
3,1.5,2.561937177725446e-11,2.5169031257732407e-11,4.4980375603874003e-13,15589_250420
4,2.0,2.5619371728277693e-11,2.5018917703396184e-11,5.99920414941987e-13,15596_250420
5,2.5,2.5619371728257757e-11,2.4868804197156455e-11,7.500371228020624e-13,15605_250420
6,3.0,2.561937171192988e-11,2.4718690675182346e-11,9.001538143542006e-13,15613_250420
7,3.5,2.561937169560586e-11,2.4568577153403273e-11,1.0502705059101912e-12,15622_250420
8,4.0,2.5619371694021158e-11,2.4418463645863917e-11,1.200387212205509e-12,15628_250420
9,4.5,2.5619371695593218e-11,2.426835014133342e-11,1.3505039216575812e-12,15637_250420
10,5.0,2.5619371695588775e-11,2.4118236635300372e-11,1.500620629533154e-12,15645_250420
11,5.5,2.561937669083944e-11,2.4018165647661975e-11,1.6007034300371585e-12,15649_250420
12,6.0,2.5619371694324604e-11,2.3818009622067404e-11,1.8008540440290083e-12,15656_250420
13,6.5,2.5619367382763993e-11,2.3617854305985557e-11,2.0010053429750854e-12,15662_250420
14,7.0,2.5619371695577395e-11,2.3517782611174563e-11,2.1010874610418305e-12,15670_250420
15,7.5,2.5619371695575492e-11,2.3367669105144053e-11,2.2512041689199405e-12,15679_250420
16,8.0,2.561937167925931e-11,2.321755558432875e-11,2.4013208604837717e-12,15684_250420
17,8.5,2.5619368477198765e-11,2.3017401366233267e-11,2.601473268929915e-12,15691_250420
18,9.0,2.5619371679256537e-11,2.2917328572459948e-11,2.7015542762410298e-12,15699_250420
19,9.5,2.56193746524032e-11,2.28172555497966e-11,2.8016350546410347e-12,15705_250420
20,10.0,2.561937167925434e-11,2.2617101560591722e-11,3.0017876919988594e-12,15712_250420
