,E,PS,PT,PG,SimID
0,0.1,1.2581498838026435e-10,1.2569212218067424e-10,1.2060289095410604e-13,19794_250420
1,0.5,1.2581251054528795e-10,1.255053510957145e-10,3.024276739972329e-13,19805_250420
2,1.0,1.2581250704658793e-10,1.2519818816452452e-10,6.095952053297487e-13,19815_250420
3,1.5,1.2581250646276895e-10,1.2489102814394984e-10,9.167656515433052e-13,19826_250420
4,2.0,1.2581250573404622e-10,1.245838679827372e-10,1.2239359528531071e-12,19835_250420
5,2.5,1.2581245268871357e-10,1.2421522428543888e-10,1.5924881435594784e-12,19845_250420
6,3.0,1.2581250515092742e-10,1.2396954853250562e-10,1.8382774297993438e-12,19855_250420
7,3.5,1.2581254186689235e-10,1.2372385708980528e-10,2.084050969790305e-12,19865_250420
8,4.0,1.2581250515057646e-10,1.2335522965935425e-10,2.452619489513442e-12,19873_250420
9,4.5,1.2581253444149486e-10,1.2310953077185337e-10,2.698385604457854e-12,19882_250420
10,5.0,1.2581245268785284e-10,1.2261799588132532e-10,3.189777498867882e-12,19891_250420
11,5.5,1.258124805228369e-10,1.2237229550854056e-10,3.43554215787796e-12,19899_250420
12,6.0,1.2581250471341241e-10,1.2212659148938665e-10,3.681303172479504e-12,19908_250420
13,6.5,1.2581252482379875e-10,1.2188088342305503e-10,3.927060106891866e-12,19913_250420
14,7.0,1.258125415827504e-10,1.2163517203801064e-10,4.172813689869546e-12,19922_250420
15,7.5,1.2581248707269245e-10,1.2114366431022926e-10,4.6642328278636345e-12,19931_250420
16,8.0,1.2581250442202882e-10,1.2089795346804331e-10,4.909987001226022e-12,19938_250420
17,8.5,1.2581245808019086e-10,1.2040645402205766e-10,5.401414307440107e-12,19946_250420
18,9.0,1.2581253429542914e-10,1.2040652696242242e-10,5.401490522678392e-12,19954_250420
19,9.5,1.2581249116021036e-10,1.199150306370755e-10,5.892921035511658e-12,19960_250420
20,10.0,1.2581245239621132e-10,1.1942353879796622e-10,6.384355919564658e-12,19968_250420
