,E,PS,PT,PG,SimID
0,0.1,2.490203773551517e-11,2.4853400943062992e-11,2.3109896403140725e-14,16568_250420
1,0.5,2.4902542025878284e-11,2.468975174977825e-11,2.1209091282013208e-13,16580_250420
2,1.0,2.49025419742611e-11,2.447696142294316e-11,4.248871648121677e-13,16591_250420
3,1.5,2.4902543967533514e-11,2.4270252812107857e-11,6.316055673049652e-13,16600_250420
4,2.0,2.4902541909938504e-11,2.405138080950115e-11,8.504797077080067e-13,16610_250420
5,2.5,2.4902540731045958e-11,2.3832509684008826e-11,1.069354726813514e-12,16618_250420
6,3.0,2.490254394606376e-11,2.363796163630271e-11,1.2639145622740307e-12,16626_250420
7,3.5,2.4902532842967097e-11,2.334612454028165e-11,1.5557383898414374e-12,16630_250420
8,4.0,2.4902541888483025e-11,2.3200219689075004e-11,1.7016649006894034e-12,16639_250420
9,4.5,2.4902538716114895e-11,2.2957027878918418e-11,1.944857503874664e-12,16645_250420
10,5.0,2.490254073101067e-11,2.276247863693944e-11,2.139416139213155e-12,16652_250420
11,5.5,2.490253820031414e-11,2.25192874741122e-11,2.3826093840700133e-12,16661_250420
12,6.0,2.4902543903211604e-11,2.2373379288041675e-11,2.528532552299514e-12,16668_250420
13,6.5,2.490253783616146e-11,2.2081547221908797e-11,2.820361415913442e-12,16676_250420
14,7.0,2.4902532743461524e-11,2.1789716150528833e-11,3.1121912538775757e-12,16679_250420
15,7.5,2.4902534536380523e-11,2.1595166668267484e-11,3.3067496672392897e-12,16686_250420
16,8.0,2.4902541888461034e-11,2.1497897489648e-11,3.4040353295411564e-12,16694_250420
17,8.5,2.490253747291798e-11,2.1206067066781717e-11,3.695865844662176e-12,16701_250420
18,9.0,2.490253871457693e-11,2.1011517040424285e-11,3.890423706763838e-12,16706_250420
19,9.5,2.49025422099565e-11,2.0865606656389334e-11,4.0363446674754445e-12,16715_250420
20,10.0,2.4902540709581452e-11,2.062241652512214e-11,4.279538942653788e-12,16721_250420
