,E,PS,PT,PG,SimID
0,0.1,4.379461103760869e-10,4.375184286276727e-10,4.176356660969727e-13,23795_250420
1,0.5,4.379042607030342e-10,4.3704897894384857e-10,3.7578599304426506e-13,23805_250420
2,1.0,4.3791938165643647e-10,4.366364147179899e-10,1.2462900837094816e-12,23815_250420
3,1.5,4.379193423116104e-10,4.3599489207684256e-10,1.8877880918305608e-12,23826_250420
4,2.0,4.3791933246952217e-10,4.353533988808336e-10,2.529315602689556e-12,23835_250420
5,2.5,4.3791932153985497e-10,4.3471190463404547e-10,3.170842025969545e-12,23846_250420
6,3.0,4.379193138893186e-10,4.3407041366958826e-10,3.8123717283803956e-12,23856_250420
7,3.5,4.3791930733238223e-10,4.3342892380993105e-10,4.453902524391204e-12,23867_250420
8,4.0,4.3791930623760124e-10,4.3278743936762935e-10,5.0954387825574485e-12,23875_250420
9,4.5,4.379193040511163e-10,4.3214595385122364e-10,5.736973949019685e-12,23886_250420
10,5.0,4.3791930404954924e-10,4.315044704941359e-10,6.378511300399847e-12,23896_250420
11,5.5,4.3791930295600334e-10,4.3086298606266933e-10,7.0200475598011285e-12,23907_250420
12,6.0,4.379193018626716e-10,4.302215016346168e-10,7.661583819416594e-12,23916_250420
13,6.5,4.3791929749271383e-10,4.2958001399553814e-10,8.303116802405998e-12,23927_250420
14,7.0,4.379192953074107e-10,4.289385285091142e-10,8.944651970050133e-12,23937_250420
15,7.5,4.3791955209941607e-10,4.285111242222802e-10,9.37260033068694e-12,23946_250420
16,8.0,4.37919295306151e-10,4.2765556182241307e-10,1.0227726674684835e-11,23953_250420
17,8.5,4.37919067966605e-10,4.268000291315154e-10,1.1082882472401715e-11,23962_250420
18,9.0,4.3791929421290723e-10,4.2637259407252785e-10,1.1510800287335426e-11,23972_250420
19,9.5,4.3791909205537736e-10,4.255170865186528e-10,1.2365981267068478e-11,23982_250420
20,10.0,4.379192931198595e-10,4.250896263292386e-10,1.2793873900182132e-11,23991_250420
