,E,PS,PT,PG,SimID
0,0.1,2.499103878404264e-12,2.492392417793315e-12,6.698758638588444e-15,9584_250420
1,0.5,2.4991039444804584e-12,2.4661567733374056e-12,3.2934668080737115e-14,9595_250420
2,1.0,2.4991039445508786e-12,2.4332096022629162e-12,6.588200633165797e-14,9605_250420
3,1.5,2.4991038988284404e-12,2.3990421216292546e-12,1.000495705741838e-13,9615_250420
4,2.0,2.4991039441648684e-12,2.367315259609299e-12,1.3177668230665005e-13,9624_250420
5,2.5,2.4991039170849753e-12,2.3331477975910513e-12,1.6594426519172097e-13,9632_250420
6,3.0,2.499103898903014e-12,2.298980344498671e-12,2.0011185697472334e-13,9641_250420
7,3.5,2.4991038871829947e-12,2.264812897759589e-12,2.342794552196683e-13,9646_250420
8,4.0,2.499103944164533e-12,2.2355265750534302e-12,2.635660350283185e-13,9654_250420
9,4.5,2.499103869113091e-12,2.1964780099626776e-12,3.0261465707969227e-13,9662_250420
10,5.0,2.4991039170847026e-12,2.1671916780968906e-12,3.319012278784163e-13,9669_250420
11,5.5,2.4991038578949037e-12,2.128143128988629e-12,3.709498657914333e-13,9676_250420
12,6.0,2.4991038989027877e-12,2.098856790094138e-12,4.002364296264291e-13,9684_250420
13,6.5,2.4991039325634923e-12,2.069570444154142e-12,4.2952298611424556e-13,9690_250420
14,7.0,2.499103887291823e-12,2.0305219084246063e-12,4.685716379453925e-13,9694_250420
15,7.5,2.4991038438559043e-12,1.9914733755726737e-12,5.076202916122896e-13,9700_250420
16,8.0,2.4991039441643644e-12,1.971949205942194e-12,5.271447404721578e-13,9707_250420
17,8.5,2.499103907015759e-12,1.932900678082501e-12,5.661934004263684e-13,9714_250420
18,9.0,2.499103869039563e-12,1.893852150756544e-12,6.052420595529885e-13,9721_250420
19,9.5,2.499103952669627e-12,1.87432796450222e-12,6.247664917344604e-13,9723_250420
20,10.0,2.4991039169003447e-12,1.835279438973691e-12,6.638151530679939e-13,9729_250420
