,E,PS,PT,PG,SimID
0,0.1,4.9805722388487365e-11,4.975708398771736e-11,4.7866717347382864e-14,2405_240420
1,2.0,4.9805553998123346e-11,4.8954384862413234e-11,8.502443861952931e-13,2416_240420
2,4.0,4.9805553969452555e-11,4.810321569901228e-11,1.701429571840198e-12,2426_240420
3,6.0,4.98055566816316e-11,4.7276368256392496e-11,2.5282979207830507e-12,2434_240420
4,8.0,4.9805553969393897e-11,4.640087742851736e-11,3.40380000041291e-12,2443_240420
5,10.0,4.980555239645433e-11,4.5525387737384034e-11,4.279303219340911e-12,2450_240420
6,12.0,4.980555665508199e-11,4.4747179807300225e-11,5.057533959628629e-12,2457_240420
7,14.0,4.980554190005105e-11,4.3579849162544664e-11,6.2248589270877756e-12,2460_240420
8,16.0,4.98055539693646e-11,4.299620088761554e-11,6.808540857646378e-12,2468_240420
9,18.0,4.980554973317205e-11,4.2023432587363916e-11,7.781319723528896e-12,2473_240420
10,20.0,4.980555239643081e-11,4.124522307829427e-11,8.559548868447716e-12,2479_240420
11,22.0,4.98055490502197e-11,4.027245567732609e-11,9.53232862431168e-12,2487_240420
12,24.0,4.980555665555464e-11,3.9688802959895106e-11,1.0116006090891659e-11,2493_240420
13,26.0,4.980554856410453e-11,3.85214789675496e-11,1.1283337721931637e-11,2500_240420
14,28.0,4.980554190003384e-11,3.735415642502538e-11,1.2450670780351038e-11,2502_240420
15,30.0,4.980554407396271e-11,3.6575946429316364e-11,1.3228899435939962e-11,2508_240420
16,32.0,4.980555396934996e-11,3.618684780585583e-11,1.3618022572157246e-11,2515_240420
17,34.0,4.98055480777827e-11,3.501952599219096e-11,1.478535640308007e-11,2521_240420
18,36.0,4.9805549736507946e-11,3.424131544384921e-11,1.5563584543465375e-11,2525_240420
19,38.0,4.980555439830292e-11,3.365765980822815e-11,1.6147259066505397e-11,2533_240420
20,40.0,4.980555239641906e-11,3.268489376015001e-11,1.712004016669661e-11,2538_240420
