,E,PS,PT,PG,SimID
0,0.1,1.183245499053424e-14,1.1555131826693595e-14,2.7731977988443634e-16,1250_240420
1,0.5,1.1832454990396805e-14,1.0445839171209679e-14,1.3866127599693817e-15,1257_240420
2,1.0,1.183245499053409e-14,9.059223352127663e-15,2.7732289853846443e-15,1263_240420
3,1.5,1.1832454965745937e-14,7.580166462430991e-15,4.2522862675596645e-15,1269_240420
4,2.0,1.1832454990534087e-14,6.2859917137212335e-15,5.546461435940594e-15,1274_240420
5,2.5,1.1832454946971307e-14,4.622052713660667e-15,7.210400862711385e-15,1280_240420
6,3.0,1.1832454965895572e-14,3.3278779591581295e-15,8.504576025228428e-15,1285_240420
7,3.5,1.1832454948781151e-14,1.7563800314597023e-15,1.007607439676238e-14,1292_240420
8,4.0,1.183245499053408e-14,7.3952843690838e-16,1.1092926337052492e-14,1296_240420
9,4.5,1.183245504691403e-14,0.0,1.182089991170338e-14,1306_240420
