,E,PS,PT,PG,SimID
0,0.1,4.0145082011939616e-10,4.0105877830287333e-10,3.8305163341483814e-13,23595_250420
1,0.5,4.0141336845432817e-10,4.006293579690658e-10,3.455999683468398e-13,23605_250420
2,1.0,4.014259606204535e-10,4.001274025203019e-10,1.2648091575648596e-12,23619_250420
3,1.5,4.01425864452109e-10,3.99465777223339e-10,1.9262983844502047e-12,23629_250420
4,2.0,4.014259225435226e-10,3.988288065895667e-10,2.563438708307304e-12,23642_250420
5,2.5,4.0142627813545616e-10,3.982901353375229e-10,3.102863881539241e-12,23649_250420
6,3.0,4.01425838399853e-10,3.975056641967295e-10,3.88652535509732e-12,23658_250420
7,3.5,4.014259926553547e-10,3.96917790589401e-10,4.4747555174699605e-12,23669_250420
8,4.0,4.0142590150252474e-10,3.96231669866872e-10,5.160752922656123e-12,23681_250420
9,4.5,4.0142583235645394e-10,3.9554557114029495e-10,5.846772334601371e-12,23691_250420
10,5.0,4.014262651076646e-10,3.9515397971535735e-10,6.239255690392704e-12,23697_250420
11,5.5,4.014260267096408e-10,3.943697098338854e-10,7.023118501530106e-12,23706_250420
12,6.0,4.0142582937867663e-10,3.9358548114862435e-10,7.807022379727172e-12,23714_250420
13,6.5,4.0142590650977206e-10,3.9299753054301413e-10,8.39517541769361e-12,23725_250420
14,7.0,4.014259806319684e-10,3.924095767701175e-10,8.983325446760867e-12,23735_250420
15,7.5,4.014262560597234e-10,3.9201782818332366e-10,9.375651479096459e-12,23742_250420
16,8.0,4.014258944863617e-10,3.9103743139662674e-10,1.035541641718633e-11,23753_250420
17,8.5,4.014259515826315e-10,3.904494607190439e-10,1.0943549420327078e-11,23761_250420
18,9.0,4.014258223666433e-10,3.896653002269956e-10,1.1727521413500195e-11,23770_250420
19,9.5,4.0142604974708907e-10,3.8927350331919866e-10,1.2119799398526502e-11,23780_250420
20,10.0,4.01426254088184e-10,3.888816836479283e-10,1.2512054344202093e-11,23785_250420
