,E,PS,PT,PG,SimID
0,0.1,8.925287308483615e-12,8.916571207596424e-12,8.587054900137908e-15,581_240420
1,2.0,8.925266111632413e-12,8.794524908825297e-12,1.305930364948488e-13,591_240420
2,4.0,8.925266111618197e-12,8.663783706004382e-12,2.613364419583955e-13,600_240420
3,6.0,8.925265152171033e-12,8.52432550666335e-12,4.0079511502084743e-13,609_240420
4,8.0,8.925266107027432e-12,8.402301296068794e-12,5.228232483231575e-13,617_240420
5,10.0,8.925265520052988e-12,8.262843469736556e-12,6.622822938583298e-13,625_240420
6,12.0,8.925265152496367e-12,8.123385861451771e-12,8.017415588113217e-13,633_240420
7,14.0,8.925266515449037e-12,8.018794134973744e-12,9.063376461462034e-13,640_240420
8,16.0,8.925266102440226e-12,7.879336481060512e-12,1.0457968656470059e-12,647_240420
9,18.0,8.92526579037673e-12,7.73987892759232e-12,1.1852561860931253e-12,654_240420
10,20.0,8.925265547141922e-12,7.600421442488043e-12,1.324715575367931e-12,661_240420
11,22.0,8.925265345214066e-12,7.460963999514883e-12,1.4641750059496911e-12,668_240420
12,24.0,8.925265152493965e-12,7.321506570405206e-12,1.6036344457392028e-12,675_240420
13,26.0,8.92526589133154e-12,7.216914216818863e-12,1.7082299089589903e-12,683_240420
14,28.0,8.925266510863375e-12,7.112321750844252e-12,1.8128252528730355e-12,689_240420
15,30.0,8.925264780508155e-12,6.903134478674276e-12,2.0220129712822374e-12,696_240420
16,32.0,8.925266097854816e-12,6.833406856170094e-12,2.091744104883706e-12,702_240420
17,34.0,8.925265932644945e-12,6.693949449483709e-12,2.2312035721834497e-12,704_240420
18,36.0,8.925265785791453e-12,6.554492061440599e-12,2.3706630578395716e-12,710_240420
19,38.0,8.92526562978882e-12,6.415034671410714e-12,2.5101225343465525e-12,715_240420
20,40.0,8.925265542556829e-12,6.27557733461027e-12,2.649582079624177e-12,721_240420
