,E,PS,PT,PG,SimID
0,0.1,6.576584863368843e-13,6.546078244129583e-13,3.0488807945908745e-15,6846_240420
1,0.5,6.576584827660957e-13,6.422446120762654e-13,1.5412119712582408e-14,6853_240420
2,1.0,6.576584827660015e-13,6.268307413863452e-13,3.082603242577252e-14,6859_240420
3,1.5,6.57658482765969e-13,6.114168706964868e-13,4.6239945139024325e-14,6866_240420
4,2.0,6.57658482765953e-13,5.960030000066449e-13,6.165385785229273e-14,6871_240420
5,2.5,6.576584827659444e-13,5.805891293168103e-13,7.706777056556833e-14,6878_240420
6,3.0,6.57658482765938e-13,5.65175258626978e-13,9.248168327884626e-14,6884_240420
7,3.5,6.576584827413858e-13,5.497613879166272e-13,1.0789559596757836e-13,6891_240420
8,4.0,6.576584827659298e-13,5.34347517247318e-13,1.2330950870540674e-13,6895_240420
9,4.5,6.576584619331589e-13,5.137956733852804e-13,1.4386137149034823e-13,6900_240420
10,5.0,6.576584827659252e-13,5.035197758676615e-13,1.541373341319707e-13,6906_240420
11,5.5,6.57658465973656e-13,4.829679359494036e-13,1.7468920095741395e-13,6912_240420
12,6.0,6.576584827487181e-13,4.726920344756411e-13,1.8496515954133227e-13,6917_240420
13,6.5,6.576584685652516e-13,4.521401971386105e-13,2.055170289755783e-13,6921_240420
14,7.0,6.576584827659197e-13,4.418642931083523e-13,2.1579298498510254e-13,6927_240420
15,7.5,6.576584703980056e-13,4.2131245759872233e-13,2.3634485623490083e-13,6933_240420
16,8.0,6.576584827659185e-13,4.110365517286991e-13,2.4662081041166993e-13,6936_240420
17,8.5,6.576584720260055e-13,3.9048471776544077e-13,2.671726832894694e-13,6941_240420
18,9.0,6.576584619331487e-13,3.6993288483739615e-13,2.87724556814325e-13,6945_240420
19,9.5,6.576584730470022e-13,3.5965697744757934e-13,2.980005097370347e-13,6951_240420
20,10.0,6.57658482742463e-13,3.4938106895693347e-13,3.0827646124135175e-13,6956_240420
