,E,PS,PT,PG,SimID
0,0.1,9.868475788779993e-14,9.723918037967785e-14,1.445466500223046e-15,3769_240420
1,0.5,9.868475915654746e-14,9.174598702835272e-14,6.938668570845583e-15,3776_240420
2,1.0,9.86847591565461e-14,8.48072149001568e-14,1.387744853110739e-14,3782_240420
3,1.5,9.868475803539261e-14,7.709746721515048e-14,2.1587202921357416e-14,3787_240420
4,2.0,9.868475915501361e-14,7.092967064266604e-14,2.7755008450101234e-14,3792_240420
5,2.5,9.868475849071706e-14,6.321992340811561e-14,3.546476329720821e-14,3798_240420
6,3.0,9.868475803758809e-14,5.55101763961433e-14,4.3174518355482756e-14,3802_240420
7,3.5,9.868475866519844e-14,4.934237933259922e-14,4.934232339221592e-14,3803_240420
8,4.0,9.868475915420823e-14,4.31745821299661e-14,5.5510128290348515e-14,3807_240420
9,4.5,9.8684758037588e-14,3.3922885575420874e-14,6.476183378741252e-14,3812_240420
10,5.0,9.868475849071669e-14,2.775508832551407e-14,7.092963864966401e-14,3817_240420
11,5.5,9.868475885327925e-14,2.1587290999154838e-14,7.70974434213494e-14,3822_240420
12,6.0,9.868475803758794e-14,1.2335594754698492e-14,8.634914921934231e-14,3825_240420
13,6.5,9.868475941791514e-14,9.251696195429544e-15,8.943305280423092e-14,3830_240420
14,7.0,9.868475915654504e-14,1.5419493618210162e-15,9.714280805426433e-14,3836_240420
15,7.5,9.868473193458632e-14,0.0,9.858835999069378e-14,3846_240420
