,E,PS,PT,PG,SimID
0,0.1,3.5411962511255643e-10,3.5377380516615743e-10,3.274617363551799e-13,24680_250420
1,0.5,3.5409840321200333e-10,3.5314745535181486e-10,9.114561465629075e-13,24692_250420
2,1.0,3.540983312857949e-10,3.5219643595174034e-10,1.862438422978699e-12,24703_250420
3,1.5,3.54098683865177e-10,3.513322878974803e-10,2.7273857320191466e-12,24710_250420
4,2.0,3.5409829354206915e-10,3.502945032794102e-10,3.764509084501329e-12,24720_250420
5,2.5,3.540980659486195e-10,3.492568814532282e-10,4.801795166641699e-12,24729_250420
6,3.0,3.5409865909591255e-10,3.485658675475389e-10,5.494064097661468e-12,24735_250420
7,3.5,3.54098435045826e-10,3.475282492393117e-10,6.53135372316495e-12,24745_250420
8,4.0,3.5409827581995893e-10,3.464906956753895e-10,7.568708172887958e-12,24754_250420
9,4.5,3.540986531971218e-10,3.4579946601281424e-10,8.260761333777491e-12,24761_250420
10,5.0,3.5409805297287135e-10,3.444156843368944e-10,9.643512676980425e-12,24769_250420
11,5.5,3.540983713652758e-10,3.437243956416837e-10,1.0335506853111567e-11,24778_250420
12,6.0,3.540986473006792e-10,3.4303306457253297e-10,1.1027458572241663e-11,24783_250420
13,6.5,3.540981815096991e-10,3.4164941731599873e-10,1.2410344348714913e-11,24791_250420
14,7.0,3.5409842325151954e-10,3.4095805207617017e-10,1.3102261874262056e-11,24800_250420
15,7.5,3.540986414051728e-10,3.4026666322528326e-10,1.3794155811641976e-11,24807_250420
16,8.0,3.540982664130444e-10,3.388831065281089e-10,1.5177132386966934e-11,24815_250420
17,8.5,3.5409846334313106e-10,3.381916964351388e-10,1.58690051007803e-11,24824_250420
18,9.0,3.540986414042327e-10,3.375002675884093e-10,1.656085894560862e-11,24830_250420
19,9.5,3.540983241945459e-10,3.361167686690416e-10,1.7943893303375197e-11,24838_250420
20,10.0,3.5409803882265176e-10,3.34733302324538e-10,1.932695949893444e-11,24845_250420
