,E,PS,PT,PG,SimID
0,0.1,1.5371623331284676e-11,1.5341600629465762e-11,2.9695785947203544e-14,14930_250420
1,0.5,1.5371623066416458e-11,1.5221509559908484e-11,1.4978888738299587e-13,14939_250420
2,1.0,1.5371623036978587e-11,1.50713960245376e-11,2.9990556582513843e-13,14947_250420
3,1.5,1.5371623036954673e-11,1.492128251829389e-11,4.5002227368124144e-13,14956_250420
4,2.0,1.5371623027153972e-11,1.477116900265577e-11,6.001389717605534e-13,14963_250420
5,2.5,1.537162301735808e-11,1.462105548721364e-11,7.502556698446749e-13,14972_250420
6,3.0,1.537162301735328e-11,1.4470941981180238e-11,9.003723777198915e-13,14980_250420
7,3.5,1.5371620184543574e-11,1.4290803140317854e-11,1.080509594366202e-12,14987_250420
8,4.0,1.5371623017347306e-11,1.4170714969117047e-11,1.2006057934739463e-12,14993_250420
9,4.5,1.5371623017345313e-11,1.4020601463086447e-11,1.3507225013519659e-12,15002_250420
10,5.0,1.5371623007555013e-11,1.3870487948223468e-11,1.5008391994416814e-12,15010_250420
11,5.5,1.5371621203976254e-11,1.3690350134791351e-11,1.680977445318939e-12,15016_250420
12,6.0,1.5371623007552622e-11,1.3570260936355048e-11,1.8010726151993196e-12,15023_250420
13,6.5,1.537162454643569e-11,1.3450171478131227e-11,1.9211675203863983e-12,15026_250420
14,7.0,1.537162018453315e-11,1.3209986096083176e-11,2.161349891091881e-12,15032_250420
15,7.5,1.5371621664699205e-11,1.3089896573845417e-11,2.281444737561947e-12,15039_250420
16,8.0,1.537162300656922e-11,1.296980691179278e-11,2.4015394457359756e-12,15044_250420
17,8.5,1.5371624222923403e-11,1.2849717123850032e-11,2.5216340283941688e-12,15051_250420
18,9.0,1.537162300652256e-11,1.2669579899907265e-11,2.7017728614493434e-12,15059_250420
19,9.5,1.5371621958738157e-11,1.2489442841474752e-11,2.881911863120958e-12,15063_250420
20,10.0,1.537162300754785e-11,1.236935288888616e-11,3.0020062782346626e-12,15070_250420
