,E,PS,PT,PG,SimID
0,0.1,3.4863377832942456e-11,3.479528529811249e-11,3.2878858185616874e-14,16898_250420
1,0.5,3.486354757104701e-11,3.464224575541048e-11,2.2030934346627407e-13,16909_250420
2,1.0,3.486354730090607e-11,3.4420943673062535e-11,4.416172290789289e-13,16919_250420
3,1.5,3.486353955860613e-11,3.4182611051602105e-11,6.799413468213098e-13,16927_250420
4,2.0,3.486354721080013e-11,3.397833995740091e-11,8.842334504801578e-13,16936_250420
5,2.5,3.486355189198778e-11,3.377406589536316e-11,1.0885225831326628e-12,16941_250420
6,3.0,3.4863554892849906e-11,3.3569790160498056e-11,1.292810035459632e-12,16950_250420
7,3.5,3.4863557023464336e-11,3.3365513557612356e-11,1.4970966175389155e-12,16958_250420
8,4.0,3.4863547150758884e-11,3.309313264700941e-11,1.7694660134532653e-12,16966_250420
9,4.5,3.4863554892811274e-11,3.292290779428565e-11,1.939710798393023e-12,16976_250420
10,5.0,3.486355177201232e-11,3.2684579786261555e-11,2.1780395376364024e-12,16980_250420
11,5.5,3.486354517004872e-11,3.241220215027967e-11,2.4504122042925947e-12,16987_250420
12,6.0,3.486355489279196e-11,3.2276025428092556e-11,2.5866115613457354e-12,16995_250420
13,6.5,3.486354901115408e-11,3.2003648506332845e-11,2.858984948327656e-12,17003_250420
14,7.0,3.486355702341494e-11,3.1867470091715216e-11,2.995182594898417e-12,17010_250420
15,7.5,3.486355177198902e-11,3.1595093793365046e-11,3.267556612092291e-12,17015_250420
16,8.0,3.486354709076165e-11,3.132271808935617e-11,3.5399311994847244e-12,17022_250420
17,8.5,3.486356458552212e-11,3.132273380730503e-11,3.5399486942451943e-12,17029_250420
18,9.0,3.4863554892772726e-11,3.098226069572576e-11,3.88041308727055e-12,17038_250420
19,9.5,3.486356518563467e-11,3.091417694194949e-11,3.948518197287442e-12,17046_250420
20,10.0,3.486355166789933e-11,3.0505607709411914e-11,4.3570735824818016e-12,17049_250420
