,E,PS,PT,PG,SimID
0,0.1,2.98826863180736e-11,2.982432169635861e-11,2.797291113916511e-14,16731_250420
1,0.5,2.988305183543996e-11,2.967147749383162e-11,2.1073526017056818e-13,16743_250420
2,1.0,2.988304764262764e-11,2.945260335285346e-11,4.2960726535630036e-13,16755_250420
3,1.5,2.9883048903033656e-11,2.924103027425754e-11,6.411888504937705e-13,16764_250420
4,2.0,2.988304759111233e-11,2.902215901304806e-11,8.600637365704966e-13,16775_250420
5,2.5,2.9883053455522576e-11,2.883247735747686e-11,1.049762305912388e-12,16783_250420
6,3.0,2.988304887725515e-11,2.859901162081059e-11,1.2832256721762167e-12,16791_250420
7,3.5,2.988304576486778e-11,2.8365547347120592e-11,1.5166905043201082e-12,16799_250420
8,4.0,2.9883047539660676e-11,2.8161270386496635e-11,1.7209767305778519e-12,16809_250420
9,4.5,2.988304144368535e-11,2.789862072281562e-11,1.983622072200189e-12,16817_250420
10,5.0,2.988305342977848e-11,2.778190123549718e-11,2.100368030558947e-12,16824_250420
11,5.5,2.988303871717676e-11,2.7431695697408352e-11,2.450555234754108e-12,16832_250420
12,6.0,2.9883048877212806e-11,2.731497436432733e-11,2.567299367055786e-12,16839_250420
13,6.5,2.9883047075063945e-11,2.70815114117767e-11,2.8007655094381815e-12,16844_250420
14,7.0,2.98830457134431e-11,2.6848048883171538e-11,3.0342320923485948e-12,16851_250420
15,7.5,2.988304437598489e-11,2.6614586397361543e-11,3.2676986994216404e-12,16857_250420
16,8.0,2.988304751393488e-11,2.643949321057129e-11,3.4428027957700744e-12,16866_250420
17,8.5,2.988304224111741e-11,2.6147661960977738e-11,3.734632453616677e-12,16869_250420
18,9.0,2.9883041443656624e-11,2.5914200001920977e-11,3.968099600687144e-12,16876_250420
19,9.5,2.988304051782274e-11,2.568073794500392e-11,4.201566619384518e-12,16882_250420
20,10.0,2.9883053429753386e-11,2.5680749041194317e-11,4.20157953131516e-12,16888_250420
