,E,PS,PT,PG,SimID
0,0.1,1.6487401339461098e-09,1.647130036159053e-09,1.571404346424499e-12,28233_250420
1,0.5,1.648578984863646e-09,1.64696904444874e-09,1.4102552639606095e-12,28243_250420
2,1.0,1.648365066182158e-09,1.6451456031622708e-09,1.1963365824727686e-12,28253_250420
3,1.5,1.6485376944607293e-09,1.6445129442301123e-09,3.7841682768793215e-12,28264_250420
4,2.0,1.6485338281745983e-09,1.6428991910665796e-09,5.390437601304999e-12,28275_250420
5,2.5,1.6485358014469243e-09,1.6416937339116222e-09,6.60001258154887e-12,28287_250420
6,3.0,1.6485370754280452e-09,1.6404875779894316e-09,7.8088882705873e-12,28297_250420
7,3.5,1.6485380378239497e-09,1.6392811103654657e-09,9.017452374409602e-12,28309_250420
8,4.0,1.648536008734675e-09,1.6376691942239729e-09,1.0625558895691853e-11,28321_250420
9,4.5,1.6485368757491856e-09,1.636462631053757e-09,1.1834027618119964e-11,28332_250420
10,5.0,1.6485354286401658e-09,1.634851296664149e-09,1.344271611965705e-11,28343_250420
11,5.5,1.6485380962641039e-09,1.6340489919024077e-09,1.4250451548873519e-11,28353_250420
12,6.0,1.6485367880231553e-09,1.6324377959526168e-09,1.585927891848193e-11,28362_250420
13,6.5,1.6485356525994341e-09,1.6308267735187762e-09,1.7468279105317612e-11,28372_250420
14,7.0,1.648537752747167e-09,1.6300239010317448e-09,1.8275447058328847e-11,28383_250420
15,7.5,1.6485367149290007e-09,1.6284129757330901e-09,1.9884544850719532e-11,28394_250420
16,8.0,1.648533111803079e-09,1.6259945731651464e-09,2.2296145140633232e-11,28403_250420
17,8.5,1.6485350193321424e-09,1.6251915058748025e-09,2.3103120474974802e-11,28414_250420
18,9.0,1.6485366710706133e-09,1.6243881846779774e-09,2.390984001872415e-11,28424_250420
19,9.5,1.6485358817507886e-09,1.6227775085984325e-09,2.5519186309456363e-11,28430_250420
20,10.0,1.648535231276506e-09,1.621166970601017e-09,2.712867144573064e-11,28440_250420
