,E,PS,PT,PG,SimID
0,0.1,2.554642877447839e-10,2.552148109012831e-10,2.3934416263955527e-13,22787_250420
1,0.5,2.5545292228099413e-10,2.5480587050641763e-10,6.255982040639429e-13,22802_250420
2,1.0,2.5545288593924876e-10,2.541587825742001e-10,1.2726681159023294e-12,22816_250420
3,1.5,2.5545290822563184e-10,2.535195488127914e-10,1.912000194982616e-12,22828_250420
4,2.0,2.5545287127266364e-10,2.528646646911657e-10,2.5668659564847144e-12,22841_250420
5,2.5,2.554528521485021e-10,2.5220979836146056e-10,3.221749546793488e-12,22851_250420
6,3.0,2.5545289547751803e-10,2.515861768448017e-10,3.8455097467335156e-12,22862_250420
7,3.5,2.5545292608814093e-10,2.5096254262174784e-10,4.469257228280571e-12,22871_250420
8,4.0,2.5545294521203867e-10,2.503388969924617e-10,5.092993223102379e-12,22882_250420
9,4.5,2.554528196366402e-10,2.4959037699849465e-10,5.841327892812839e-12,22893_250420
10,5.0,2.554528470464336e-10,2.4896673960189526e-10,6.465072173530361e-12,22902_250420
11,5.5,2.554528699939184e-10,2.4834309773334547e-10,7.088811991939276e-12,22913_250420
12,6.0,2.5545289102827053e-10,2.4771945389753187e-10,7.712549897215474e-12,22923_250420
13,6.5,2.554528037012309e-10,2.469709723283385e-10,8.46092281528481e-12,22932_250420
14,7.0,2.554529184388656e-10,2.4647215177499925e-10,8.960011049658777e-12,22940_250420
15,7.5,2.554528444962041e-10,2.4572368342652446e-10,9.708397352106206e-12,22950_250420
16,8.0,2.554529432779255e-10,2.452248469162117e-10,1.0207469630566885e-11,22960_250420
17,8.5,2.554528725440349e-10,2.444763819269084e-10,1.0955859141785228e-11,22968_250420
18,9.0,2.5545281389955423e-10,2.4372792888658644e-10,1.170426074241351e-11,22978_250420
19,9.5,2.5545290058909795e-10,2.4322908015075246e-10,1.2203320928696474e-11,22988_250420
20,10.0,2.5545284385824347e-10,2.42480629131067e-10,1.2951724442950907e-11,22996_250420
