,E,PS,PT,PG,SimID
0,0.1,3.2882924433589024e-13,3.2577858240113344e-13,3.0497766769931776e-15,6029_240420
1,0.5,3.2882924138300323e-13,3.1341537069317493e-13,1.5413016212886378e-14,6035_240420
2,1.0,3.28829241382979e-13,2.9800150000332473e-13,3.082692892614656e-14,6040_240420
3,1.5,3.288292413829714e-13,2.825876293134911e-13,4.624084163942343e-14,6046_240420
4,2.0,3.2882924138296733e-13,2.6717375862366097e-13,6.165475435270375e-14,6050_240420
5,2.5,3.28829241382965e-13,2.5175988793383257e-13,7.706866706598592e-14,6056_240420
6,3.0,3.288292413829635e-13,2.3634601724400503e-13,9.248257977926883e-14,6061_240420
7,3.5,3.2882924138296234e-13,2.2093214655417782e-13,1.0789649249255211e-13,6067_240420
8,4.0,3.2882924138296173e-13,2.055182758643511e-13,1.2331040520583595e-13,6070_240420
9,4.5,3.2882922973490303e-13,1.8496644172588294e-13,1.438622771754898e-13,6074_240420
10,5.0,3.2882924138296006e-13,1.7469053448469752e-13,1.5413823063240315e-13,6079_240420
11,5.5,3.2882923300613825e-13,1.541387029716273e-13,1.746901058732939e-13,6084_240420
12,6.0,3.288292413829594e-13,1.4386279310504474e-13,1.8496605605897135e-13,6088_240420
13,6.5,3.2882923315251257e-13,1.233109624321922e-13,2.0551793144623707e-13,6091_240420
14,7.0,3.2882924138295885e-13,1.130350517253921e-13,2.1579388148553966e-13,6096_240420
15,7.5,3.2882923520802216e-13,9.248322240225623e-14,2.363457589283156e-13,6101_240420
16,8.0,3.288292413829583e-13,8.220731034573957e-14,2.46621706912108e-13,6103_240420
17,8.5,3.288292360130023e-13,6.165548175243793e-14,2.6717358515986456e-13,6107_240420
18,9.0,3.2882923096657415e-13,4.110365387082177e-14,2.8772546373114897e-13,6110_240420
19,9.5,3.288292365235011e-13,3.082774092407823e-14,2.9800141109693225e-13,6115_240420
20,10.0,3.2882924137238645e-13,2.0551827585774153e-14,3.0827735775467386e-13,6119_240420
