,E,PS,PT,PG,SimID
0,0.1,2.7816289100233808e-12,2.7721213893348244e-12,9.488513308943069e-15,10228_250420
1,0.5,2.7816287606986945e-12,2.7327329426395376e-12,4.887693405026297e-14,10237_250420
2,1.0,2.78162876081332e-12,2.6838371246909765e-12,9.777309010889621e-14,10245_250420
3,1.5,2.7816289577508236e-12,2.6403743622400396e-12,1.4123653677440648e-13,10253_250420
4,2.0,2.781628760900547e-12,2.5860454886497274e-12,1.955654020841388e-13,10260_250420
5,2.5,2.781628878189469e-12,2.5425826464700614e-12,2.3902876910106727e-13,10267_250420
6,3.0,2.7816289577502873e-12,2.4991197667287737e-12,2.824920983898926e-13,10274_250420
7,3.5,2.781629012563996e-12,2.4556568626541527e-12,3.259554029316087e-13,10281_250420
8,4.0,2.781628760900137e-12,2.3904622163985555e-12,3.9115002585975965e-13,10287_250420
9,4.5,2.7816288256344434e-12,2.3469993216290617e-12,4.346133403220726e-13,10292_250420
10,5.0,2.78162887818914e-12,2.3035364147503813e-12,4.780766426047759e-13,10298_250420
11,5.5,2.781628920037455e-12,2.260073497530432e-12,5.215399341810983e-13,10302_250420
12,6.0,2.7816289489283778e-12,2.216610568677301e-12,5.650032128000279e-13,10308_250420
13,6.5,2.781628986632575e-12,2.1731476458066993e-12,6.08466500232232e-13,10313_250420
14,7.0,2.781629012563765e-12,2.1296847127441327e-12,6.519297758914287e-13,10319_250420
15,7.5,2.7816290361338753e-12,2.0862217771004064e-12,6.95393049189546e-13,10321_250420
16,8.0,2.7816287607979053e-12,1.9992956718234945e-12,7.823192733095895e-13,10326_250420
17,8.5,2.7816287933237023e-12,1.9558327453057283e-12,8.257825555633935e-13,10332_250420
18,9.0,2.781628825734716e-12,1.912369817692617e-12,8.692458377024138e-13,10336_250420
19,9.5,2.7816288522601275e-12,1.868906885112273e-12,9.127091139558326e-13,10342_250420
20,10.0,2.781628878188977e-12,1.825443951311516e-12,9.561723896126889e-13,10347_250420
