,E,PS,PT,PG,SimID
0,0.1,1.3569154373197967e-13,1.3430017536363417e-13,1.391216671226343e-15,4037_240420
1,0.5,1.3569154093087086e-13,1.2827090978621387e-13,7.420483609894829e-15,4044_240420
2,1.0,1.3569154093086831e-13,1.208502786415546e-13,1.4841123289618154e-14,4050_240420
3,1.5,1.3569154305915453e-13,1.1448973945616164e-13,2.1201673714812257e-14,4055_240420
4,2.0,1.3569154058461427e-13,1.060090160817299e-13,2.9682402302815867e-14,4060_240420
5,2.5,1.3569154219653339e-13,9.964847630057921e-14,3.6042952211642895e-14,4066_240420
6,3.0,1.3569154305915385e-13,9.328793585316826e-14,4.240350137117126e-14,4070_240420
7,3.5,1.3569154185490211e-13,8.480721365931382e-14,5.088423122946341e-14,4073_240420
8,4.0,1.3569154092824283e-13,7.63264917721366e-14,5.936496136534799e-14,4077_240420
9,4.5,1.3569154305915352e-13,7.208613225017531e-14,6.360532902753061e-14,4082_240420
10,5.0,1.3569154219653306e-13,6.360541040462487e-14,7.208605922745403e-14,4087_240420
11,5.5,1.3569154384024948e-13,5.936505043010915e-14,7.632642640244239e-14,4091_240420
12,6.0,1.3569154305915342e-13,5.088432864718253e-14,8.48071566838902e-14,4094_240420
13,6.5,1.3569154242624728e-13,4.2403607008202274e-14,9.328788711352792e-14,4098_240420
14,7.0,1.356915418582766e-13,3.392288546456915e-14,1.017686176081011e-13,4100_240420
15,7.5,1.3569154138123234e-13,2.5442164008981063e-14,1.1024934819360072e-13,4104_240420
16,8.0,1.3569154093086624e-13,1.696144261635828e-14,1.187300788057785e-13,4107_240420
17,8.5,1.3569154355760534e-13,1.6961442944700668e-14,1.1873008143251759e-13,4110_240420
18,9.0,1.3569154305652004e-13,8.480721441032502e-15,1.2721081199397616e-13,4114_240420
19,9.5,1.356915439426561e-13,4.240360748208003e-15,1.3145117841138416e-13,4119_240420
20,10.0,1.3569150454472288e-13,0.0,1.3555899312187063e-13,4129_240420
