,E,PS,PT,PG,SimID
0,0.1,4.697560573741677e-13,4.666595208631563e-13,3.0952625054595005e-15,6352_240420
1,0.5,4.697560544011456e-13,4.541586854073575e-13,1.5596126241871993e-14,6361_240420
2,1.0,4.697560544010971e-13,4.3856131641352426e-13,3.119353791598038e-14,6369_240420
3,1.5,4.697560465000679e-13,4.220464480274048e-13,4.7708436493470226e-14,6376_240420
4,2.0,4.697560544010728e-13,4.0736657842593027e-13,6.238836126426979e-14,6383_240420
5,2.5,4.697560591013951e-13,3.926867056550725e-13,7.706828283438689e-14,6390_240420
6,3.0,4.697560465000518e-13,3.7433684955472873e-13,9.541816632028688e-14,6396_240420
7,3.5,4.697560511021289e-13,3.596569766250674e-13,1.1009808779215864e-13,6402_240420
8,4.0,4.697560544010608e-13,3.4497710245077904e-13,1.247780079608854e-13,6408_240420
9,4.5,4.697560569813968e-13,3.3029722756504465e-13,1.3945792741101606e-13,6414_240420
10,5.0,4.697560591185176e-13,3.1561735222025405e-13,1.5413784641793155e-13,6420_240420
11,5.5,4.697560609205467e-13,3.0093747652722526e-13,1.6881776508975538e-13,6426_240420
12,6.0,4.697560465000433e-13,2.789176526094007e-13,1.9083762597394397e-13,6431_240420
13,6.5,4.697560489771329e-13,2.6423777754963724e-13,2.0551754532082821e-13,6435_240420
14,7.0,4.69756051102122e-13,2.495579021480023e-13,2.2019746431561205e-13,6440_240420
15,7.5,4.697560527522765e-13,2.3487802637613826e-13,2.348773828355613e-13,6441_240420
16,8.0,4.69756054390353e-13,2.2019815049547798e-13,2.495573013434325e-13,6446_240420
17,8.5,4.697560558580837e-13,2.055182744379116e-13,2.6423721968095786e-13,6450_240420
18,9.0,4.697560569936178e-13,1.908383981536572e-13,2.789171376862867e-13,6455_240420
19,9.5,4.697560581213659e-13,1.7615852179551224e-13,2.935970556838295e-13,6458_240420
20,10.0,4.697560591185127e-13,1.6147864532198873e-13,3.0827697355077093e-13,6463_240420
