,E,PS,PT,PG,SimID
0,0.1,2.4902778061905675e-10,2.48784589427046e-10,2.3850240504353993e-13,1031_240420
1,2.0,2.4900877436919354e-10,2.4812727358102135e-10,8.5788506555352e-13,1044_240420
2,4.0,2.4900899204435807e-10,2.4730678213780484e-10,1.6788884826264617e-12,1054_240420
3,6.0,2.490086623062321e-10,2.4633376456661437e-10,2.6513418460215615e-12,1064_240420
4,8.0,2.490089799078358e-10,2.4560456026065837e-10,3.3812467737661055e-12,1073_240420
5,10.0,2.4900897562547297e-10,2.4475345113968606e-10,4.232427705234165e-12,1084_240420
6,12.0,2.490086480315265e-10,2.436588528589742e-10,5.326481100498884e-12,1093_240420
7,14.0,2.490088335962446e-10,2.429295163697738e-10,6.056253991357836e-12,1103_240420
8,16.0,2.4900896991541066e-10,2.4220013089428617e-10,6.785977636664654e-12,1111_240420
9,18.0,2.490088621445326e-10,2.4122733520251596e-10,7.7586529673077e-12,1116_240420
10,20.0,2.4900896991467876e-10,2.4049792113829817e-10,8.488348063594664e-12,1126_240420
11,22.0,2.4900870441352597e-10,2.392818018973726e-10,9.7040614393432e-12,1133_240420
12,24.0,2.490086451750791e-10,2.383090549527124e-10,1.0676785302417386e-11,1141_240420
13,26.0,2.4900889353119156e-10,2.3782294714209504e-10,1.116342520929039e-11,1150_240420
14,28.0,2.490088264592878e-10,2.3685019235483036e-10,1.213614123890769e-11,1159_240420
15,30.0,2.4900850885696547e-10,2.353908560288502e-10,1.3594998288866984e-11,1166_240420
16,32.0,2.4900896634616354e-10,2.353912884991077e-10,1.359545577806507e-11,1173_240420
17,34.0,2.4900891209213246e-10,2.3441854614923406e-10,1.4568184625554986e-11,1181_240420
18,36.0,2.4900885927580357e-10,2.3344580557106583e-10,1.5540914910747196e-11,1185_240420
19,38.0,2.4900881575178744e-10,2.324730740807703e-10,1.6513654488252135e-11,1193_240420
20,40.0,2.490089649188296e-10,2.3198686770758146e-10,1.7000195206054816e-11,1202_240420
