,E,PS,PT,PG,SimID
0,0.1,6.972797469687823e-11,6.965988097158831e-11,6.697674901455382e-14,18106_250420
1,0.5,6.972709616093934e-11,6.950579434206917e-11,2.19311551670668e-13,18118_250420
2,1.0,6.972709514033044e-11,6.928449150906858e-11,4.406186868101154e-13,18129_250420
3,1.5,6.972707941569255e-11,6.904615090577368e-11,6.789348222089047e-13,18138_250420
4,2.0,6.97270946000484e-11,6.884188734438373e-11,8.832344580247622e-13,18148_250420
5,2.5,6.972710396234991e-11,6.86376179629382e-11,1.0875282717862928e-12,18154_250420
6,3.0,6.972707911544752e-11,6.836522210147393e-11,1.3598826934972466e-12,18162_250420
7,3.5,6.972711409702729e-11,6.822907063009898e-11,1.496107309383682e-12,18171_250420
8,4.0,6.972709441983639e-11,6.795667991308273e-11,1.7684669008061407e-12,18180_250420
9,4.5,6.972710978401384e-11,6.778646268553298e-11,1.9387193078669275e-12,18191_250420
10,5.0,6.972710377928955e-11,6.754813178618675e-11,2.177045163179311e-12,18196_250420
11,5.5,6.972709045836845e-11,6.727574743444143e-11,2.449411110871572e-12,18204_250420
12,6.0,6.972710978393677e-11,6.713958031929849e-11,2.585620070746554e-12,18213_250420
13,6.5,6.972709802065255e-11,6.686719751589922e-11,2.8579875760756808e-12,18222_250420
14,7.0,6.972711404516586e-11,6.673102711353764e-11,2.994193234895675e-12,18230_250420
15,7.5,6.972710360226072e-11,6.645864562090474e-11,3.2665620606038764e-12,18236_250420
16,8.0,6.972709429975396e-11,6.618626529234458e-11,3.5389320267104598e-12,18244_250420
17,8.5,6.972712916936233e-11,6.618629839123065e-11,3.5389668963188294e-12,18252_250420
18,9.0,6.972710978385949e-11,6.584581558690638e-11,3.879421596582681e-12,18262_250420
19,9.5,6.972713042953099e-11,6.577774218254584e-11,3.9475370594075226e-12,18271_250420
20,10.0,6.972710354226136e-11,6.536915957087002e-11,4.356079075057907e-12,18275_250420
